Date and Time,input_2,in_3_calculated
2020-04-12 22:53:04+02:00,8.96,20.0
2020-04-12 22:56:04+02:00,11.333,20.0
2020-04-12 22:59:04+02:00,9.333,28.416
2020-04-12 23:02:04+02:00,10.499,28.294
2020-04-12 23:05:05+02:00,11.486,28.201
2020-04-12 23:08:05+02:00,11.862,28.026
2020-04-12 23:11:05+02:00,11.919,28.618
2020-04-12 23:14:05+02:00,9.188,31.79
2020-04-12 23:17:05+02:00,8.884,28.204
2020-04-12 23:20:06+02:00,8.313,29.164
2020-04-12 23:23:06+02:00,11.209,29.916
2020-04-12 23:26:06+02:00,10.429,30.762
2020-04-12 23:29:06+02:00,11.626,31.557
2020-04-12 23:32:06+02:00,9.756,29.905
2020-04-12 23:35:07+02:00,8.054,28.295
2020-04-12 23:38:07+02:00,10.723,30.396
2020-04-12 23:41:07+02:00,11.562,31.354
2020-04-12 23:44:07+02:00,9.532,28.951
2020-04-12 23:47:07+02:00,11.179,30.381
2020-04-12 23:50:09+02:00,8.115,31.512
2020-04-12 23:53:09+02:00,10.854,30.878
2020-04-12 23:56:09+02:00,11.415,28.571
2020-04-12 23:59:09+02:00,11.371,31.2
2020-04-13 00:02:09+02:00,11.109,30.222
2020-04-13 00:05:10+02:00,8.471,30.189
2020-04-13 00:08:10+02:00,8.936,28.118
2020-04-13 00:11:10+02:00,10.685,30.64
2020-04-13 00:14:55+02:00,11.981,30.846
2020-04-13 00:17:56+02:00,10.558,28.826
2020-04-13 00:20:56+02:00,11.205,23.3341
2020-04-13 00:23:56+02:00,11.023,22.9819
2020-04-13 00:26:56+02:00,9.766,23.2659
2020-04-13 00:29:56+02:00,9.079,23.5284
2020-04-13 00:32:57+02:00,9.045,22.89
2020-04-13 00:35:57+02:00,9.288,23.2094
2020-04-13 00:38:57+02:00,10.717,23.0991
2020-04-13 00:41:57+02:00,9.3,22.6681
2020-04-13 00:44:57+02:00,11.369,23.3653
2020-04-13 00:47:58+02:00,10.771,23.4416
2020-04-13 00:50:58+02:00,9.384,23.3422
2020-04-13 00:53:58+02:00,8.31,23.4675
2020-04-13 00:56:59+02:00,9.374,23.1247
2020-04-13 01:00:00+02:00,10.577,22.605
2020-04-13 01:03:00+02:00,10.299,23.6325
2020-04-13 01:06:00+02:00,10.88,22.7709
2020-04-13 01:09:01+02:00,10.072,23.2647
2020-04-13 01:12:01+02:00,10.933,23.1359
2020-04-13 01:15:02+02:00,8.017,22.6425
2020-04-13 01:18:02+02:00,8.748,22.9212
2020-04-13 01:21:02+02:00,10.516,22.8441
2020-04-13 01:24:02+02:00,9.199,23.1175
2020-04-13 01:27:02+02:00,8.643,22.5756
2020-04-13 01:30:03+02:00,10.638,23.5641
2020-04-13 01:33:03+02:00,9.182,22.8431
2020-04-13 01:36:03+02:00,8.11,22.8103
2020-04-13 01:39:03+02:00,9.931,22.9888
2020-04-13 01:42:03+02:00,10.434,22.7353
2020-04-13 01:45:04+02:00,10.184,22.7381
2020-04-13 01:48:04+02:00,8.559,23.1703
2020-04-13 01:51:04+02:00,11.62,23.3169
2020-04-13 01:54:04+02:00,9.462,23.2703
2020-04-13 01:57:04+02:00,8.855,23.4225
2020-04-13 02:02:59+02:00,10.498,23.0606
2020-04-13 02:05:59+02:00,9.681,23.6262
2020-04-13 02:08:59+02:00,8.231,23.2897
2020-04-13 02:12:00+02:00,10.734,22.5772
2020-04-13 02:15:00+02:00,10.636,22.7603
2020-04-13 02:18:00+02:00,8.509,23.5069
2020-04-13 02:21:00+02:00,10.869,23.1159
2020-04-13 02:24:00+02:00,11.942,23.61
2020-04-13 02:27:01+02:00,10.999,23.6072
2020-04-13 02:30:01+02:00,9.667,22.8681
2020-04-13 02:33:01+02:00,11.592,23.4125
2020-04-13 02:36:01+02:00,9.181,23.5316
2020-04-13 02:39:01+02:00,10.317,23.5812
2020-04-13 02:42:02+02:00,9.156,22.9831
2020-04-13 02:45:02+02:00,8.67,22.7172
2020-04-13 02:48:02+02:00,10.785,23.0819
2020-04-13 02:51:02+02:00,11.929,23.0116
2020-04-13 02:54:02+02:00,9.003,23.525
