Date and Time,input_4,input_3,input_2,input_1
2020-04-04 14:00:24+02:00,16.769,14.273,9.341,18.875
2020-04-04 14:00:54+02:00,16.787,12.829,10.929,18.675
2020-04-04 14:01:24+02:00,17.619,13.901,10.476,18.475
2020-04-04 14:01:54+02:00,16.592,12.243,8.918,18.675
2020-04-04 14:02:24+02:00,17.577,13.32,8.859,18.675
2020-04-04 14:02:54+02:00,17.144,14.471,8.91,18.675
2020-04-04 14:03:24+02:00,17.601,14.158,8.935,19.275
2020-04-04 14:03:54+02:00,19.483,13.033,8.584,19.275
2020-04-04 14:04:24+02:00,19.715,15.596,11.985,18.875
2020-04-04 14:04:55+02:00,19.969,12.88,10.662,20.075
2020-04-04 14:05:25+02:00,16.426,14.626,8.035,19.675
2020-04-04 14:05:55+02:00,17.995,13.684,8.457,20.075
2020-04-04 14:06:25+02:00,19.527,13.442,8.336,20.075
2020-04-04 14:06:55+02:00,17.494,15.151,9.456,19.475
2020-04-04 14:07:25+02:00,16.432,14.585,9.498,19.075
2020-04-04 14:07:55+02:00,19.061,12.6,9.029,18.475
2020-04-04 14:08:25+02:00,18.544,14.463,9.488,18.275
2020-04-04 14:08:56+02:00,17.855,15.462,11.643,18.175
2020-04-04 14:09:26+02:00,16.084,14.714,9.408,17.575
2020-04-04 14:09:56+02:00,18.544,13.973,10.848,17.175
2020-04-04 14:10:26+02:00,17.503,12.087,11.102,16.975
2020-04-04 14:10:56+02:00,18.757,15.311,11.649,17.175
2020-04-04 14:11:26+02:00,16.484,15.939,11.328,16.575
2020-04-04 14:11:56+02:00,16.241,14.983,8.429,15.975
2020-04-04 14:12:26+02:00,16.84,12.411,9.175,15.575
2020-04-04 14:12:56+02:00,19.197,13.808,11.109,15.775
2020-04-04 14:13:26+02:00,19.732,15.895,8.718,15.375
2020-04-04 14:13:56+02:00,19.212,13.269,8.015,15.375
2020-04-04 14:14:26+02:00,17.528,13.77,8.549,14.975
2020-04-04 14:14:56+02:00,17.72,14.961,8.33,14.375
2020-04-04 14:15:26+02:00,19.348,12.307,8.473,14.575
2020-04-04 14:15:56+02:00,16.806,12.258,8.586,13.775
2020-04-04 14:16:26+02:00,16.712,12.243,10.403,13.775
2020-04-04 14:16:56+02:00,17.25,12.51,10.379,13.975
2020-04-04 14:17:26+02:00,17.969,13.334,11.292,14.175
2020-04-04 14:17:56+02:00,16.611,12.29,9.178,14.175
2020-04-04 14:18:26+02:00,16.854,13.722,9.99,14.575
2020-04-04 14:18:56+02:00,16.159,15.544,8.387,13.975
2020-04-04 14:19:27+02:00,17.712,15.191,11.317,13.775
2020-04-04 14:19:57+02:00,18.351,15.051,10.026,13.975
2020-04-04 14:20:27+02:00,17.733,13.321,11.019,13.975
2020-04-04 14:20:57+02:00,16.362,15.634,8.403,13.575
2020-04-04 14:21:27+02:00,18.639,12.794,8.19,13.175
2020-04-04 14:21:57+02:00,18.032,12.824,9.598,12.775
2020-04-04 14:22:27+02:00,17.898,13.696,9.016,12.375
2020-04-04 14:22:57+02:00,19.564,13.484,11.308,12.975
2020-04-04 14:23:27+02:00,19.301,13.189,8.12,13.375
2020-04-04 14:23:57+02:00,19.17,12.822,11.458,13.175
2020-04-04 14:24:27+02:00,16.96,14.925,10.471,13.775
2020-04-04 14:24:57+02:00,17.621,12.234,9.299,13.775
2020-04-04 14:25:27+02:00,19.092,13.927,9.717,12.575
2020-04-04 14:25:57+02:00,18.12,15.096,10.522,12.975
2020-04-04 14:26:27+02:00,17.322,14.908,10.566,12.575
2020-04-04 14:26:57+02:00,16.768,15.057,8.809,13.175
2020-04-04 14:27:27+02:00,16.799,14.138,9.503,12.775
2020-04-04 14:27:57+02:00,18.784,13.163,11.042,11.775
2020-04-04 14:28:27+02:00,16.505,12.136,10.424,11.775
2020-04-04 14:28:57+02:00,17.475,15.948,9.04,11.975
2020-04-04 14:29:27+02:00,16.852,12.56,10.683,11.375
2020-04-04 14:29:57+02:00,18.943,15.251,9.686,10.975
2020-04-04 14:30:27+02:00,19.628,12.754,9.892,10.575
2020-04-04 14:30:57+02:00,17.516,15.32,8.642,10.775
2020-04-04 14:31:27+02:00,19.45,12.14,8.434,10.775
2020-04-04 14:31:57+02:00,18.226,13.399,8.987,10.575
2020-04-04 14:32:27+02:00,18.961,14.152,8.937,10.775
2020-04-04 14:32:57+02:00,16.45,12.233,10.473,9.375
2020-04-04 14:33:27+02:00,16.49,13.954,8.891,8.975
2020-04-04 14:33:58+02:00,18.702,15.946,9.237,8.575
2020-04-04 14:34:28+02:00,16.216,13.22,11.049,8.975
2020-04-04 14:34:58+02:00,18.986,12.596,10.148,9.575
2020-04-04 14:35:28+02:00,17.996,12.859,8.234,9.975
2020-04-04 14:35:58+02:00,17.688,14.4,11.91,9.975
2020-04-04 14:36:28+02:00,16.36,13.209,8.474,9.175
2020-04-04 14:36:58+02:00,18.682,14.208,8.868,9.175
2020-04-04 14:37:28+02:00,18.163,15.776,9.996,9.775
2020-04-04 14:37:58+02:00,16.467,14.584,9.787,9.775
2020-04-04 14:38:28+02:00,18.667,14.818,11.043,9.175
2020-04-04 14:38:58+02:00,17.668,12.497,8.473,9.775
2020-04-04 14:39:28+02:00,16.911,14.762,10.556,8.575
2020-04-04 14:39:58+02:00,18.843,13.458,9.076,9.175
2020-04-04 14:40:28+02:00,19.117,15.109,8.73,9.975
2020-04-04 14:40:58+02:00,16.644,13.823,9.091,10.575
