Date and Time,input_2,in_2_calculated
2020-04-10 14:01:17+02:00,10.122,20.0
2020-04-10 14:04:17+02:00,8.299,20.0
2020-04-10 14:07:17+02:00,9.45,25.333
2020-04-10 14:10:18+02:00,8.965,26.499
2020-04-10 14:13:18+02:00,11.033,27.486
2020-04-10 14:16:18+02:00,8.349,27.862
2020-04-10 14:19:19+02:00,9.866,27.919
2020-04-10 14:22:19+02:00,10.121,25.188
2020-04-10 14:25:20+02:00,10.076,24.884
2020-04-10 14:28:20+02:00,8.16,24.313
2020-04-10 14:31:20+02:00,11.58,27.209
2020-04-10 14:34:20+02:00,10.217,26.429
2020-04-10 14:37:20+02:00,9.49,27.626
2020-04-10 14:40:21+02:00,9.18,25.756
2020-04-10 14:43:21+02:00,8.797,24.054
2020-04-10 14:46:21+02:00,8.349,26.723
2020-04-10 14:49:21+02:00,9.49,27.562
2020-04-10 14:52:22+02:00,11.032,25.532
2020-04-10 14:55:23+02:00,8.632,27.179
2020-04-10 14:58:24+02:00,11.406,24.115
2020-04-10 15:01:24+02:00,9.654,26.854
2020-04-10 15:04:24+02:00,11.959,27.415
2020-04-10 15:07:25+02:00,8.412,27.371
2020-04-10 15:10:25+02:00,11.024,27.109
2020-04-10 15:13:25+02:00,8.601,24.471
2020-04-10 15:16:25+02:00,11.097,24.936
2020-04-10 15:19:25+02:00,9.776,26.685
2020-04-10 15:22:26+02:00,8.224,27.981
2020-04-10 15:25:26+02:00,8.687,26.558
2020-04-10 15:28:26+02:00,8.837,22.2516
2020-04-10 15:31:26+02:00,11.608,22.1947
2020-04-10 15:34:26+02:00,9.267,21.8019
2020-04-10 15:37:27+02:00,10.94,21.5872
2020-04-10 15:40:27+02:00,9.573,21.5766
2020-04-10 15:43:27+02:00,10.437,21.6525
2020-04-10 15:46:28+02:00,9.253,22.0991
2020-04-10 15:49:28+02:00,10.971,21.6562
2020-04-10 15:52:29+02:00,11.893,22.3028
2020-04-10 15:55:29+02:00,10.375,22.1159
2020-04-10 15:58:29+02:00,11.138,21.6825
2020-04-10 16:01:29+02:00,11.091,21.3469
2020-04-10 16:04:29+02:00,10.016,21.6794
2020-04-10 16:07:31+02:00,11.445,22.0553
2020-04-10 16:10:31+02:00,10.322,21.9684
2020-04-10 16:13:31+02:00,11.368,22.15
2020-04-10 16:16:31+02:00,11.795,21.8975
2020-04-10 16:19:31+02:00,8.271,22.1666
2020-04-10 16:22:32+02:00,8.004,21.2553
2020-04-10 16:25:32+02:00,11.993,21.4837
2020-04-10 16:28:32+02:00,10.605,22.0362
2020-04-10 16:31:32+02:00,11.612,21.6247
2020-04-10 16:34:32+02:00,11.296,21.4509
2020-04-10 16:37:33+02:00,8.093,22.0744
2020-04-10 16:40:33+02:00,9.562,21.6194
2020-04-10 16:43:33+02:00,9.044,21.2844
2020-04-10 16:46:33+02:00,9.04,21.8534
2020-04-10 16:49:33+02:00,9.711,22.0106
2020-04-10 16:52:34+02:00,8.582,21.9325
2020-04-10 16:55:34+02:00,11.88,21.4247
2020-04-10 16:58:34+02:00,9.083,22.3813
2020-04-10 17:01:34+02:00,10.356,21.7069
2020-04-10 17:04:34+02:00,9.159,21.5172
2020-04-10 17:07:35+02:00,10.011,22.0306
2020-04-10 17:10:35+02:00,9.265,21.7753
2020-04-10 17:13:35+02:00,9.036,21.3222
2020-04-10 17:16:36+02:00,10.682,22.1044
2020-04-10 17:19:37+02:00,9.226,22.0737
2020-04-10 17:22:38+02:00,11.555,21.4091
2020-04-10 17:25:38+02:00,10.053,22.1466
2020-04-10 17:28:38+02:00,11.388,22.4819
2020-04-10 17:31:38+02:00,9.945,22.1872
2020-04-10 17:34:38+02:00,10.291,21.7709
2020-04-10 17:37:39+02:00,9.087,22.3725
2020-04-10 17:40:39+02:00,8.087,21.6191
2020-04-10 17:43:39+02:00,11.834,21.9741
2020-04-10 17:46:39+02:00,10.85,21.6112
2020-04-10 17:49:39+02:00,9.588,21.4594
2020-04-10 17:52:40+02:00,10.7,22.1203
2020-04-10 17:55:40+02:00,9.286,22.4778
2020-04-10 17:58:40+02:00,10.696,21.5634
2020-04-10 18:01:41+02:00,8.563,21.3897
2020-04-10 18:04:42+02:00,11.306,21.4803
2020-04-10 18:07:42+02:00,8.26,22.2306
2020-04-10 18:10:42+02:00,9.777,22.3775
2020-04-10 18:13:42+02:00,10.104,21.9797
2020-04-10 18:16:42+02:00,11.206,21.9784
