Date and Time,input_3,in_3_calculated
2020-04-12 22:50:34+02:00,14.213,20.0
2020-04-12 22:51:04+02:00,13.088,20.0
2020-04-12 22:51:34+02:00,12.479,20.0
2020-04-12 22:52:04+02:00,14.763,20.0
2020-04-12 22:52:34+02:00,14.087,20.0
2020-04-12 22:53:04+02:00,13.233,20.0
2020-04-12 22:53:34+02:00,12.714,20.0
2020-04-12 22:54:04+02:00,15.879,20.0
2020-04-12 22:54:34+02:00,13.772,20.0
2020-04-12 22:55:04+02:00,15.553,20.0
2020-04-12 22:55:34+02:00,12.36,20.0
2020-04-12 22:56:04+02:00,12.674,20.0
2020-04-12 22:56:34+02:00,14.641,30.641
2020-04-12 22:57:04+02:00,15.801,31.801
2020-04-12 22:57:34+02:00,13.293,29.293
2020-04-12 22:58:04+02:00,14.311,30.311
2020-04-12 22:58:34+02:00,15.622,31.622
2020-04-12 22:59:04+02:00,12.416,28.416
2020-04-12 22:59:34+02:00,14.039,30.039
2020-04-12 23:00:04+02:00,14.787,30.787
2020-04-12 23:00:34+02:00,14.794,30.794
2020-04-12 23:01:04+02:00,12.928,28.928
2020-04-12 23:01:34+02:00,13.169,29.169
2020-04-12 23:02:04+02:00,12.294,28.294
2020-04-12 23:02:34+02:00,14.099,30.099
2020-04-12 23:03:04+02:00,15.687,31.687
2020-04-12 23:03:34+02:00,14.886,30.886
2020-04-12 23:04:04+02:00,12.16,28.16
2020-04-12 23:04:35+02:00,14.958,30.958
2020-04-12 23:05:05+02:00,12.201,28.201
2020-04-12 23:05:35+02:00,15.235,31.235
2020-04-12 23:06:05+02:00,12.885,28.885
2020-04-12 23:06:35+02:00,14.368,30.368
2020-04-12 23:07:05+02:00,12.16,28.16
2020-04-12 23:07:35+02:00,14.19,30.19
2020-04-12 23:08:05+02:00,12.026,28.026
2020-04-12 23:08:35+02:00,14.08,30.08
2020-04-12 23:09:05+02:00,14.248,30.248
2020-04-12 23:09:35+02:00,14.462,30.462
2020-04-12 23:10:05+02:00,12.85,28.85
2020-04-12 23:10:35+02:00,15.259,31.259
2020-04-12 23:11:05+02:00,12.618,28.618
2020-04-12 23:11:35+02:00,15.651,31.651
2020-04-12 23:12:05+02:00,14.252,30.252
2020-04-12 23:12:35+02:00,15.413,31.413
2020-04-12 23:13:05+02:00,13.261,29.261
2020-04-12 23:13:35+02:00,12.219,28.219
2020-04-12 23:14:05+02:00,15.79,31.79
2020-04-12 23:14:35+02:00,14.36,30.36
2020-04-12 23:15:05+02:00,12.816,28.816
2020-04-12 23:15:35+02:00,15.729,31.729
2020-04-12 23:16:05+02:00,13.654,29.654
2020-04-12 23:16:35+02:00,13.621,29.621
2020-04-12 23:17:05+02:00,12.204,28.204
2020-04-12 23:17:35+02:00,15.159,31.159
2020-04-12 23:18:05+02:00,15.136,31.136
2020-04-12 23:18:35+02:00,14.286,30.286
2020-04-12 23:19:06+02:00,15.253,31.253
2020-04-12 23:19:36+02:00,13.103,29.103
2020-04-12 23:20:06+02:00,13.164,29.164
2020-04-12 23:20:36+02:00,15.337,31.337
2020-04-12 23:21:06+02:00,14.786,30.786
2020-04-12 23:21:36+02:00,12.897,28.897
2020-04-12 23:22:06+02:00,12.475,28.475
2020-04-12 23:22:36+02:00,14.078,30.078
2020-04-12 23:23:06+02:00,13.916,29.916
2020-04-12 23:23:36+02:00,14.477,30.477
2020-04-12 23:24:06+02:00,13.497,29.497
2020-04-12 23:24:36+02:00,13.232,29.232
2020-04-12 23:25:06+02:00,15.322,31.322
2020-04-12 23:25:36+02:00,13.895,29.895
2020-04-12 23:26:06+02:00,14.762,30.762
2020-04-12 23:26:36+02:00,12.385,28.385
2020-04-12 23:27:06+02:00,13.851,29.851
2020-04-12 23:27:36+02:00,14.502,30.502
2020-04-12 23:28:06+02:00,14.966,30.966
2020-04-12 23:28:36+02:00,13.179,29.179
2020-04-12 23:29:06+02:00,15.557,31.557
2020-04-12 23:29:36+02:00,13.461,29.461
2020-04-12 23:30:06+02:00,14.228,30.228
2020-04-12 23:30:36+02:00,14.226,30.226
2020-04-12 23:31:06+02:00,15.91,31.91
2020-04-12 23:31:36+02:00,12.489,28.489
2020-04-12 23:32:06+02:00,13.905,29.905
2020-04-12 23:32:36+02:00,15.51,31.51
2020-04-12 23:33:06+02:00,13.717,29.717
2020-04-12 23:33:36+02:00,15.966,31.966
2020-04-12 23:34:07+02:00,13.389,29.389
2020-04-12 23:34:37+02:00,13.996,29.996
2020-04-12 23:35:07+02:00,12.295,28.295
2020-04-12 23:35:37+02:00,14.679,30.679
2020-04-12 23:36:07+02:00,15.605,31.605
2020-04-12 23:36:37+02:00,15.064,31.064
2020-04-12 23:37:07+02:00,15.23,31.23
2020-04-12 23:37:37+02:00,14.329,30.329
2020-04-12 23:38:07+02:00,14.396,30.396
2020-04-12 23:38:37+02:00,14.939,30.939
2020-04-12 23:39:07+02:00,14.231,30.231
2020-04-12 23:39:37+02:00,12.236,28.236
2020-04-12 23:40:07+02:00,12.894,28.894
2020-04-12 23:40:37+02:00,15.158,31.158
2020-04-12 23:41:07+02:00,15.354,31.354
2020-04-12 23:41:37+02:00,15.503,31.503
2020-04-12 23:42:07+02:00,15.1,31.1
2020-04-12 23:42:37+02:00,14.243,30.243
2020-04-12 23:43:07+02:00,13.476,29.476
2020-04-12 23:43:37+02:00,14.66,30.66
2020-04-12 23:44:07+02:00,12.951,28.951
2020-04-12 23:44:37+02:00,12.973,28.973
2020-04-12 23:45:07+02:00,14.755,30.755
2020-04-12 23:45:37+02:00,15.014,31.014
2020-04-12 23:46:07+02:00,12.223,28.223
2020-04-12 23:46:37+02:00,12.095,28.095
2020-04-12 23:47:07+02:00,14.381,30.381
2020-04-12 23:47:37+02:00,12.762,28.762
2020-04-12 23:48:07+02:00,14.016,30.016
2020-04-12 23:48:38+02:00,13.204,29.204
2020-04-12 23:49:08+02:00,15.977,31.977
2020-04-12 23:49:38+02:00,13.056,29.056
2020-04-12 23:50:09+02:00,15.512,31.512
