Date and Time,input_4,input_3,input_2,input_1
2020-04-07 14:00:08+02:00,16.035,14.472,8.563,13.412
2020-04-07 14:00:38+02:00,17.383,14.789,11.477,13.612
2020-04-07 14:01:08+02:00,16.803,15.102,11.626,13.012
2020-04-07 14:01:38+02:00,19.757,12.683,10.094,13.212
2020-04-07 14:02:08+02:00,16.954,12.153,9.987,13.012
2020-04-07 14:02:38+02:00,16.674,14.217,11.796,13.012
2020-04-07 14:03:08+02:00,17.294,14.539,9.263,12.612
2020-04-07 14:03:38+02:00,16.263,13.622,8.523,13.412
2020-04-07 14:04:09+02:00,19.668,13.422,11.964,13.612
2020-04-07 14:04:39+02:00,17.212,14.442,8.669,14.012
2020-04-07 14:05:09+02:00,17.716,13.166,8.3,14.212
2020-04-07 14:05:39+02:00,16.394,15.649,8.425,14.412
2020-04-07 14:06:09+02:00,17.515,12.86,11.484,14.612
2020-04-07 14:06:39+02:00,17.726,13.681,11.689,16.012
2020-04-07 14:07:09+02:00,17.435,14.844,8.099,16.412
2020-04-07 14:07:39+02:00,17.201,14.943,11.71,16.212
2020-04-07 14:08:09+02:00,18.572,13.044,8.733,16.212
2020-04-07 14:08:39+02:00,18.188,14.844,8.34,16.212
2020-04-07 14:09:09+02:00,16.345,12.554,10.291,16.012
2020-04-07 14:09:39+02:00,18.854,15.116,11.411,16.012
2020-04-07 14:10:09+02:00,17.167,14.226,9.691,15.612
2020-04-07 14:10:39+02:00,16.626,14.476,8.648,16.012
2020-04-07 14:11:09+02:00,16.234,12.089,9.649,16.612
2020-04-07 14:11:39+02:00,19.181,14.893,9.011,16.012
2020-04-07 14:12:09+02:00,19.444,14.926,10.366,16.412
2020-04-07 14:12:39+02:00,18.604,14.792,10.514,16.812
2020-04-07 14:13:09+02:00,19.393,14.811,9.249,15.612
2020-04-07 14:13:39+02:00,17.031,13.078,10.599,14.812
2020-04-07 14:14:09+02:00,18.383,13.748,8.612,14.812
2020-04-07 14:14:39+02:00,18.947,15.972,10.953,15.012
2020-04-07 14:15:09+02:00,16.489,12.682,8.311,13.812
2020-04-07 14:15:39+02:00,19.54,13.783,10.192,12.812
2020-04-07 14:16:09+02:00,19.991,13.162,11.659,13.412
2020-04-07 14:16:39+02:00,18.085,15.944,11.568,13.012
2020-04-07 14:17:09+02:00,16.85,13.465,8.08,13.212
2020-04-07 14:17:39+02:00,18.764,12.251,10.927,14.412
2020-04-07 14:18:09+02:00,16.663,12.795,9.261,14.212
2020-04-07 14:18:40+02:00,19.712,15.542,10.981,14.412
2020-04-07 14:19:10+02:00,19.487,14.866,10.837,15.212
2020-04-07 14:19:40+02:00,17.308,14.652,8.939,15.812
2020-04-07 14:20:10+02:00,18.934,13.162,9.086,15.212
2020-04-07 14:20:40+02:00,18.584,13.8,11.741,14.812
2020-04-07 14:21:10+02:00,19.088,12.242,11.701,15.212
2020-04-07 14:21:40+02:00,17.316,14.227,9.813,15.212
2020-04-07 14:22:10+02:00,17.376,13.839,10.026,15.612
2020-04-07 14:22:40+02:00,19.802,12.389,10.114,14.412
2020-04-07 14:23:10+02:00,16.652,14.353,9.932,14.812
2020-04-07 14:23:40+02:00,16.643,12.338,11.575,15.212
2020-04-07 14:24:10+02:00,19.731,14.618,11.18,15.212
2020-04-07 14:24:40+02:00,17.957,15.488,8.089,15.812
2020-04-07 14:25:10+02:00,19.216,15.527,8.206,15.212
2020-04-07 14:25:40+02:00,17.393,12.122,8.262,14.412
2020-04-07 14:26:10+02:00,17.967,14.052,11.237,15.012
2020-04-07 14:26:40+02:00,19.712,14.116,8.452,14.612
2020-04-07 14:27:10+02:00,19.132,14.335,9.426,14.612
2020-04-07 14:27:40+02:00,16.155,15.832,8.289,14.212
2020-04-07 14:28:10+02:00,18.811,12.318,11.552,14.212
2020-04-07 14:28:40+02:00,16.667,15.098,11.594,13.612
2020-04-07 14:29:10+02:00,17.395,14.595,9.909,13.212
2020-04-07 14:29:40+02:00,16.439,15.746,9.435,13.812
2020-04-07 14:30:10+02:00,19.912,12.643,9.018,13.812
2020-04-07 14:30:40+02:00,16.097,14.555,8.691,13.212
2020-04-07 14:31:10+02:00,19.992,14.136,11.68,13.412
2020-04-07 14:31:40+02:00,17.963,15.596,11.581,13.412
2020-04-07 14:32:11+02:00,16.02,13.303,11.797,12.912
2020-04-07 14:32:41+02:00,17.944,12.602,10.335,12.912
2020-04-07 14:33:12+02:00,19.072,13.885,11.473,12.912
2020-04-07 14:33:42+02:00,19.768,14.271,8.929,13.712
2020-04-07 14:34:12+02:00,18.302,14.91,10.954,14.512
2020-04-07 14:34:42+02:00,16.693,13.521,9.518,13.912
2020-04-07 14:35:12+02:00,17.949,13.495,10.476,13.712
2020-04-07 14:35:42+02:00,17.508,12.501,11.978,13.112
2020-04-07 14:36:12+02:00,18.838,13.152,10.129,13.112
2020-04-07 14:36:42+02:00,19.315,15.396,9.877,13.112
2020-04-07 14:37:12+02:00,17.906,13.174,9.402,12.912
2020-04-07 14:37:42+02:00,17.218,12.976,11.478,13.512
2020-04-07 14:38:12+02:00,19.089,12.675,11.805,13.712
2020-04-07 14:38:42+02:00,17.498,15.464,8.573,13.712
2020-04-07 14:39:12+02:00,17.929,12.714,11.894,13.312
2020-04-07 14:39:42+02:00,17.799,12.141,10.421,13.512
2020-04-07 14:40:12+02:00,17.931,13.499,8.29,13.512
2020-04-07 14:40:42+02:00,18.177,13.642,10.372,13.512
