Date and Time,input_4,input_3,input_2,input_1
2020-04-07 14:01:08+02:00,16.803,15.102,11.626,13.012
2020-04-07 14:04:09+02:00,19.668,13.422,11.964,13.612
2020-04-07 14:07:09+02:00,17.435,14.844,8.099,16.412
2020-04-07 14:10:09+02:00,17.167,14.226,9.691,15.612
2020-04-07 14:13:09+02:00,19.393,14.811,9.249,15.612
2020-04-07 14:16:09+02:00,19.991,13.162,11.659,13.412
2020-04-07 14:19:10+02:00,19.487,14.866,10.837,15.212
2020-04-07 14:22:10+02:00,17.376,13.839,10.026,15.612
2020-04-07 14:25:10+02:00,19.216,15.527,8.206,15.212
2020-04-07 14:28:10+02:00,18.811,12.318,11.552,14.212
2020-04-07 14:31:10+02:00,19.992,14.136,11.68,13.412
2020-04-07 14:34:12+02:00,18.302,14.91,10.954,14.512
2020-04-07 14:37:12+02:00,17.906,13.174,9.402,12.912
2020-04-07 14:40:12+02:00,17.931,13.499,8.29,13.512
2020-04-07 14:43:12+02:00,18.696,15.074,8.933,13.712
2020-04-07 14:46:13+02:00,16.234,15.038,10.031,13.012
2020-04-07 14:49:14+02:00,17.022,12.888,8.516,15.412
2020-04-07 14:52:14+02:00,19.79,14.323,8.175,15.612
2020-04-07 14:55:14+02:00,18.547,13.075,11.863,15.412
2020-04-07 14:58:14+02:00,19.821,13.43,10.007,16.012
2020-04-07 15:01:14+02:00,19.001,15.2,8.453,17.812
2020-04-07 15:04:15+02:00,16.287,12.227,9.068,17.412
2020-04-07 15:07:15+02:00,17.234,13.682,9.222,17.212
2020-04-07 15:10:15+02:00,17.513,12.335,8.668,16.812
2020-04-07 15:13:15+02:00,19.241,14.019,11.118,18.412
2020-04-07 15:16:15+02:00,18.568,15.321,10.939,19.412
2020-04-07 15:19:16+02:00,16.118,15.941,8.976,19.212
2020-04-07 15:22:16+02:00,16.84,15.361,11.927,18.212
2020-04-07 15:25:16+02:00,16.805,13.312,10.824,16.612
2020-04-07 15:28:16+02:00,16.982,14.057,10.105,15.212
2020-04-07 15:31:17+02:00,16.261,12.633,10.061,16.612
2020-04-07 15:34:17+02:00,16.097,13.257,9.78,16.812
2020-04-07 15:37:17+02:00,17.153,14.17,8.255,16.812
