Date and Time,input_1
2020-04-02 14:01:14+02:00,6.171
2020-04-02 14:04:14+02:00,6.771
2020-04-02 14:07:14+02:00,7.171
2020-04-02 14:10:14+02:00,6.771
2020-04-02 14:13:15+02:00,6.371
2020-04-02 14:16:16+02:00,6.871
2020-04-02 14:19:16+02:00,9.071
2020-04-02 14:22:16+02:00,9.271
2020-04-02 14:25:16+02:00,10.471
2020-04-02 14:28:18+02:00,12.571
2020-04-02 14:31:18+02:00,12.571
2020-04-02 14:34:18+02:00,12.371
2020-04-02 14:37:18+02:00,13.571
2020-04-02 14:40:21+02:00,12.371
2020-04-02 14:43:21+02:00,9.771
2020-04-02 14:46:21+02:00,10.971
2020-04-02 14:49:21+02:00,10.771
2020-04-02 14:52:21+02:00,9.971
2020-04-02 14:55:22+02:00,9.571
2020-04-02 14:58:22+02:00,10.171
2020-04-02 15:01:22+02:00,12.971
2020-04-02 15:04:22+02:00,14.771
2020-04-02 15:07:22+02:00,14.371
2020-04-02 15:10:23+02:00,12.971
2020-04-02 15:13:23+02:00,15.971
2020-04-02 15:16:23+02:00,15.571
2020-04-02 15:19:23+02:00,15.171
2020-04-02 15:22:23+02:00,15.171
2020-04-02 15:25:24+02:00,16.771
2020-04-02 15:28:24+02:00,16.771
2020-04-02 15:31:24+02:00,16.371
2020-04-02 15:34:24+02:00,16.971
2020-04-02 15:37:24+02:00,17.571
2020-04-02 15:40:25+02:00,16.171
2020-04-02 15:43:25+02:00,16.771
2020-04-02 15:46:25+02:00,15.371
2020-04-02 15:49:25+02:00,16.371
2020-04-02 15:52:25+02:00,16.171
2020-04-02 15:55:26+02:00,15.971
2020-04-02 15:58:26+02:00,18.371
2020-04-02 16:01:26+02:00,19.971
2020-04-02 16:04:26+02:00,18.371
2020-04-02 16:07:27+02:00,19.171
2020-04-02 16:10:27+02:00,18.571
2020-04-02 16:13:28+02:00,16.071
2020-04-02 16:16:28+02:00,14.671
2020-04-02 16:19:28+02:00,15.671
2020-04-02 16:22:29+02:00,16.871
2020-04-02 16:25:29+02:00,17.471
2020-04-02 16:28:29+02:00,18.271
2020-04-02 16:31:29+02:00,16.271
2020-04-02 16:34:29+02:00,17.871
2020-04-02 16:37:30+02:00,17.071
2020-04-02 16:40:30+02:00,17.271
2020-04-02 16:43:30+02:00,15.471
2020-04-02 16:46:30+02:00,14.871
2020-04-02 16:49:30+02:00,15.871
2020-04-02 16:52:31+02:00,17.671
2020-04-02 16:55:31+02:00,16.471
2020-04-02 16:58:31+02:00,17.671
2020-04-02 17:01:31+02:00,19.271
2020-04-02 17:04:31+02:00,18.671
2020-04-02 17:07:32+02:00,20.071
2020-04-02 17:10:32+02:00,19.671
2020-04-02 17:13:32+02:00,18.871
2020-04-02 17:16:32+02:00,18.271
2020-04-02 17:19:32+02:00,18.471
2020-04-02 17:22:33+02:00,18.271
2020-04-02 17:25:33+02:00,16.071
2020-04-02 17:28:33+02:00,14.071
2020-04-02 17:31:33+02:00,13.471
2020-04-02 17:34:33+02:00,14.471
2020-04-02 17:37:34+02:00,14.871
2020-04-02 17:40:34+02:00,15.871
2020-04-02 17:43:34+02:00,16.071
2020-04-02 17:46:34+02:00,17.471
2020-04-02 17:49:35+02:00,18.071
2020-04-02 17:52:35+02:00,19.671
2020-04-02 17:55:35+02:00,18.871
2020-04-02 17:58:35+02:00,17.271
2020-04-02 18:01:35+02:00,17.271
2020-04-02 18:04:36+02:00,16.871
2020-04-02 18:07:36+02:00,17.871
2020-04-02 18:10:36+02:00,15.871
2020-04-02 18:13:36+02:00,15.271
2020-04-02 18:16:36+02:00,18.271
2020-04-02 18:19:37+02:00,17.471
2020-04-02 18:22:37+02:00,18.071
2020-04-02 18:25:38+02:00,19.171
2020-04-02 18:28:38+02:00,19.371
2020-04-02 18:31:38+02:00,17.171
2020-04-02 18:34:39+02:00,15.571
2020-04-02 18:37:39+02:00,15.571
2020-04-02 18:40:39+02:00,15.171
2020-04-02 18:43:39+02:00,15.371
2020-04-02 18:46:39+02:00,15.171
2020-04-02 18:49:40+02:00,16.571
2020-04-02 18:52:40+02:00,15.971
2020-04-02 18:55:40+02:00,16.171
2020-04-02 18:58:40+02:00,18.771
2020-04-02 19:01:40+02:00,19.971
2020-04-02 19:04:41+02:00,19.971
2020-04-02 19:07:41+02:00,19.971
2020-04-02 19:10:41+02:00,19.571
2020-04-02 19:13:41+02:00,18.571
2020-04-02 19:16:42+02:00,19.571
2020-04-02 19:19:42+02:00,19.571
2020-04-02 19:22:42+02:00,19.771
2020-04-02 19:25:42+02:00,17.771
2020-04-02 19:28:42+02:00,18.971
2020-04-02 19:31:43+02:00,18.571
2020-04-02 19:34:43+02:00,18.171
2020-04-02 19:37:43+02:00,18.171
2020-04-02 19:40:43+02:00,19.971
2020-04-02 19:43:43+02:00,19.971
2020-04-02 19:46:44+02:00,19.771
2020-04-02 19:49:45+02:00,20.071
2020-04-02 19:52:45+02:00,19.271
2020-04-02 19:55:45+02:00,18.871
2020-04-02 19:58:45+02:00,19.671
2020-04-02 20:01:46+02:00,18.471
2020-04-02 20:04:47+02:00,19.771
2020-04-02 20:07:47+02:00,19.371
2020-04-02 20:10:47+02:00,18.571
2020-04-02 20:13:47+02:00,18.771
2020-04-02 20:16:49+02:00,18.871
2020-04-02 20:19:49+02:00,19.471
2020-04-02 20:22:49+02:00,17.671
2020-04-02 20:25:49+02:00,16.071
2020-04-02 20:28:49+02:00,17.071
2020-04-02 20:31:50+02:00,18.671
2020-04-02 20:34:50+02:00,17.471
2020-04-02 20:37:50+02:00,17.471
2020-04-02 20:40:50+02:00,15.871
2020-04-02 20:43:50+02:00,14.871
2020-04-02 20:46:51+02:00,13.071
2020-04-02 20:49:51+02:00,11.271
2020-04-02 20:52:51+02:00,11.671
2020-04-02 20:55:51+02:00,12.071
2020-04-02 20:58:52+02:00,14.571
2020-04-02 21:01:53+02:00,12.571
2020-04-02 21:04:53+02:00,15.171
2020-04-02 21:07:54+02:00,17.671
2020-04-02 21:10:54+02:00,20.071
2020-04-02 21:13:54+02:00,19.071
2020-04-02 21:16:55+02:00,19.471
2020-04-02 21:19:55+02:00,17.471
2020-04-02 21:22:55+02:00,19.671
2020-04-02 21:25:55+02:00,19.871
2020-04-02 21:28:55+02:00,18.071
2020-04-02 21:31:56+02:00,17.871
2020-04-02 21:34:56+02:00,18.071
2020-04-02 21:37:56+02:00,19.871
2020-04-02 21:40:56+02:00,19.271
2020-04-02 21:43:57+02:00,16.871
2020-04-02 21:46:57+02:00,19.271
2020-04-02 21:49:57+02:00,17.471
2020-04-02 21:52:57+02:00,20.071
2020-04-02 21:55:57+02:00,19.071
2020-04-02 21:58:59+02:00,17.771
2020-04-02 22:01:59+02:00,19.371
2020-04-02 22:04:59+02:00,17.971
2020-04-02 22:07:59+02:00,17.171
2020-04-02 22:10:59+02:00,16.771
2020-04-02 22:14:01+02:00,15.471
2020-04-02 22:17:01+02:00,17.471
2020-04-02 22:20:01+02:00,17.871
2020-04-02 22:23:01+02:00,15.671
2020-04-02 22:26:01+02:00,16.671
2020-04-02 22:29:02+02:00,15.471
2020-04-02 22:32:02+02:00,16.671
2020-04-02 22:35:02+02:00,16.071
2020-04-02 22:38:02+02:00,14.271
2020-04-02 22:41:02+02:00,13.071
2020-04-02 22:44:03+02:00,12.871
2020-04-02 22:47:03+02:00,11.871
2020-04-02 22:50:03+02:00,11.271
2020-04-02 22:53:03+02:00,11.671
2020-04-02 22:56:03+02:00,11.471
2020-04-02 22:59:04+02:00,10.671
2020-04-02 23:02:04+02:00,12.671
2020-04-02 23:05:04+02:00,10.871
2020-04-02 23:08:05+02:00,13.971
2020-04-02 23:11:05+02:00,13.971
2020-04-02 23:14:06+02:00,13.771
2020-04-02 23:17:06+02:00,12.971
2020-04-02 23:20:07+02:00,10.671
2020-04-02 23:23:07+02:00,12.271
2020-04-02 23:26:07+02:00,14.471
2020-04-02 23:29:08+02:00,14.671
2020-04-02 23:32:08+02:00,14.871
2020-04-02 23:35:08+02:00,15.471
2020-04-02 23:38:08+02:00,13.671
2020-04-02 23:41:08+02:00,13.871
2020-04-02 23:44:09+02:00,15.471
2020-04-02 23:47:09+02:00,15.271
2020-04-02 23:50:09+02:00,16.071
2020-04-02 23:53:09+02:00,15.471
2020-04-02 23:56:09+02:00,15.471
2020-04-02 23:59:10+02:00,15.671
2020-04-03 00:02:10+02:00,14.071
2020-04-03 00:05:10+02:00,14.071
2020-04-03 00:08:11+02:00,14.371
2020-04-03 00:11:11+02:00,17.171
2020-04-03 00:14:12+02:00,15.171
2020-04-03 00:17:12+02:00,12.571
2020-04-03 00:20:12+02:00,12.771
2020-04-03 00:23:12+02:00,13.571
2020-04-03 00:26:13+02:00,12.771
2020-04-03 00:29:13+02:00,9.771
2020-04-03 00:32:13+02:00,12.971
2020-04-03 00:35:13+02:00,13.971
2020-04-03 00:38:13+02:00,13.571
2020-04-03 00:41:14+02:00,14.771
2020-04-03 00:44:14+02:00,16.371
2020-04-03 00:47:14+02:00,16.171
2020-04-03 00:50:14+02:00,16.371
2020-04-03 00:53:14+02:00,15.971
2020-04-03 00:56:15+02:00,16.971
2020-04-03 00:59:15+02:00,15.771
2020-04-03 01:02:15+02:00,14.771
2020-04-03 01:05:15+02:00,13.371
2020-04-03 01:08:15+02:00,13.171
2020-04-03 01:11:16+02:00,12.171
2020-04-03 01:14:16+02:00,14.971
2020-04-03 01:17:16+02:00,16.971
2020-04-03 01:20:16+02:00,15.971
2020-04-03 01:23:16+02:00,15.771
2020-04-03 01:26:17+02:00,18.171
2020-04-03 01:29:17+02:00,19.571
2020-04-03 01:32:17+02:00,19.571
2020-04-03 01:35:17+02:00,18.371
2020-04-03 01:38:17+02:00,17.171
2020-04-03 01:41:18+02:00,18.571
2020-04-03 01:44:18+02:00,16.771
2020-04-03 01:47:18+02:00,18.171
2020-04-03 01:50:18+02:00,19.371
2020-04-03 01:53:18+02:00,18.771
2020-04-03 01:56:20+02:00,19.671
2020-04-03 01:59:20+02:00,18.671
2020-04-03 02:02:59+02:00,18.171
2020-04-03 02:05:59+02:00,17.571
2020-04-03 02:09:00+02:00,16.971
2020-04-03 02:12:00+02:00,15.571
2020-04-03 02:15:00+02:00,17.371
2020-04-03 02:18:00+02:00,15.971
2020-04-03 02:21:00+02:00,15.171
2020-04-03 02:24:01+02:00,15.771
2020-04-03 02:27:01+02:00,13.371
2020-04-03 02:30:01+02:00,12.971
2020-04-03 02:33:02+02:00,13.671
2020-04-03 02:36:02+02:00,12.471
2020-04-03 02:39:03+02:00,12.471
2020-04-03 02:42:03+02:00,10.671
2020-04-03 02:45:03+02:00,11.271
2020-04-03 02:48:03+02:00,12.871
2020-04-03 02:51:03+02:00,13.271
2020-04-03 02:54:04+02:00,15.871
2020-04-03 02:57:04+02:00,15.271
2020-04-03 03:00:04+02:00,14.471
2020-04-03 03:03:04+02:00,15.271
2020-04-03 03:06:04+02:00,16.271
2020-04-03 03:09:05+02:00,16.071
2020-04-03 03:12:05+02:00,17.871
2020-04-03 03:15:05+02:00,16.871
2020-04-03 03:18:11+02:00,15.471
2020-04-03 03:21:17+02:00,15.171
2020-04-03 03:24:17+02:00,14.971
2020-04-03 03:27:17+02:00,15.771
2020-04-03 03:30:17+02:00,15.771
2020-04-03 03:33:17+02:00,15.771
2020-04-03 03:36:18+02:00,15.771
