Date and Time,input_4,input_3,input_2,input_1
2020-04-05 14:00:24+02:00,18.118,13.019,9.763,5.912
2020-04-05 14:00:55+02:00,18.266,13.873,11.607,6.412
2020-04-05 14:01:25+02:00,18.57,15.199,9.846,6.412
2020-04-05 14:01:55+02:00,16.261,15.932,8.22,5.212
2020-04-05 14:02:25+02:00,19.959,13.434,11.862,5.612
2020-04-05 14:02:55+02:00,19.076,13.928,8.73,4.812
2020-04-05 14:03:25+02:00,17.231,12.397,10.073,4.012
2020-04-05 14:03:57+02:00,17.612,15.876,11.61,4.012
2020-04-05 14:04:27+02:00,19.478,14.383,9.642,4.212
2020-04-05 14:04:57+02:00,19.692,13.817,9.336,4.212
2020-04-05 14:05:27+02:00,17.671,13.897,11.164,4.412
2020-04-05 14:05:57+02:00,19.472,15.127,8.359,4.012
2020-04-05 14:06:27+02:00,19.379,15.592,11.912,4.212
2020-04-05 14:06:57+02:00,17.226,13.309,8.791,4.212
2020-04-05 14:07:27+02:00,19.478,13.766,11.114,4.012
2020-04-05 14:07:57+02:00,17.088,15.077,8.002,4.012
2020-04-05 14:08:27+02:00,16.027,15.865,11.923,4.012
2020-04-05 14:08:57+02:00,19.63,15.999,8.275,4.212
2020-04-05 14:09:29+02:00,19.954,13.859,8.58,4.012
2020-04-05 14:10:01+02:00,18.37,13.911,9.319,4.012
2020-04-05 14:10:31+02:00,17.112,14.151,8.906,4.012
2020-04-05 14:11:01+02:00,19.222,15.432,8.207,4.612
2020-04-05 14:11:31+02:00,17.333,12.002,9.721,4.812
2020-04-05 14:12:01+02:00,18.106,15.78,11.701,5.212
2020-04-05 14:12:31+02:00,18.318,15.838,11.843,5.212
2020-04-05 14:13:03+02:00,18.077,15.998,10.377,6.412
2020-04-05 14:13:37+02:00,19.11,13.966,10.145,7.012
2020-04-05 14:14:09+02:00,18.3,14.417,9.663,6.812
2020-04-05 14:14:43+02:00,19.862,13.531,8.739,7.412
2020-04-05 14:15:14+02:00,18.278,14.466,8.134,7.712
2020-04-05 14:15:44+02:00,17.251,14.47,9.994,7.312
2020-04-05 14:16:16+02:00,18.271,14.196,11.412,6.812
2020-04-05 14:16:46+02:00,18.35,14.136,9.057,6.812
2020-04-05 14:17:17+02:00,17.598,13.821,9.209,6.312
2020-04-05 14:17:47+02:00,16.706,15.297,10.574,6.912
2020-04-05 14:18:17+02:00,18.672,15.914,11.755,7.112
2020-04-05 14:18:47+02:00,16.686,13.534,8.314,6.912
2020-04-05 14:19:18+02:00,17.017,13.841,9.03,6.612
2020-04-05 14:19:48+02:00,16.522,12.1,8.689,7.012
2020-04-05 14:20:20+02:00,18.828,15.075,11.025,6.012
2020-04-05 14:20:50+02:00,18.654,15.079,8.879,6.212
2020-04-05 14:21:21+02:00,18.387,15.429,10.061,6.312
2020-04-05 14:21:51+02:00,17.638,13.841,10.304,5.712
2020-04-05 14:22:23+02:00,17.955,12.058,8.984,5.712
2020-04-05 14:22:55+02:00,17.07,14.703,8.824,6.312
2020-04-05 14:23:27+02:00,18.974,15.798,10.896,6.512
2020-04-05 14:23:57+02:00,17.834,15.192,10.509,7.112
2020-04-05 14:24:28+02:00,19.358,15.892,8.416,6.612
2020-04-05 14:24:58+02:00,19.431,15.909,10.187,6.412
2020-04-05 14:25:29+02:00,16.371,12.236,11.541,6.912
2020-04-05 14:26:01+02:00,19.015,13.569,8.28,7.112
2020-04-05 14:26:31+02:00,17.143,15.463,8.805,7.512
2020-04-05 14:27:04+02:00,16.537,12.522,10.481,8.012
2020-04-05 14:27:34+02:00,18.518,15.538,10.48,7.012
2020-04-05 14:28:15+02:00,17.249,12.329,8.076,7.312
2020-04-05 14:29:02+02:00,16.16,15.748,9.667,7.812
2020-04-05 14:29:43+02:00,17.236,13.936,11.435,8.112
2020-04-05 14:30:23+02:00,19.957,15.099,11.587,6.512
2020-04-05 14:30:58+02:00,19.702,13.376,9.641,7.012
2020-04-05 14:31:35+02:00,17.153,15.258,11.724,8.512
2020-04-05 14:32:05+02:00,17.861,12.302,11.855,7.912
2020-04-05 14:32:36+02:00,17.448,13.095,11.558,8.612
2020-04-05 14:33:06+02:00,19.411,12.112,10.836,9.012
2020-04-05 14:33:37+02:00,19.95,14.816,10.601,8.912
2020-04-05 14:34:07+02:00,18.936,15.222,11.503,9.112
2020-04-05 14:34:37+02:00,17.11,15.02,11.48,9.512
2020-04-05 14:35:08+02:00,17.321,13.788,8.597,9.912
2020-04-05 14:35:38+02:00,16.862,14.214,10.922,9.712
2020-04-05 14:36:08+02:00,19.217,13.955,8.207,9.512
2020-04-05 14:36:38+02:00,17.069,12.18,9.986,8.912
2020-04-05 14:37:09+02:00,18.422,13.55,10.307,8.812
2020-04-05 14:37:40+02:00,19.445,13.351,10.415,8.312
2020-04-05 14:38:10+02:00,17.236,13.027,10.714,8.712
2020-04-05 14:38:40+02:00,16.505,12.055,11.248,9.312
2020-04-05 14:39:11+02:00,16.199,13.008,11.688,10.012
2020-04-05 14:39:41+02:00,16.61,15.124,9.459,9.812
2020-04-05 14:40:11+02:00,18.854,14.045,9.236,9.412
2020-04-05 14:40:41+02:00,16.232,13.964,8.388,9.412
2020-04-05 14:41:11+02:00,16.106,12.206,9.84,9.012
2020-04-05 14:41:41+02:00,16.396,13.573,10.141,9.412
2020-04-05 14:42:11+02:00,17.158,14.167,9.981,9.212
2020-04-05 14:42:41+02:00,19.426,12.153,10.336,9.612
2020-04-05 14:43:11+02:00,17.706,15.486,9.422,9.212
2020-04-05 14:43:43+02:00,18.577,12.439,10.936,8.212
2020-04-05 14:44:13+02:00,16.731,12.473,8.864,7.612
2020-04-05 14:44:43+02:00,18.664,13.042,8.51,6.812
2020-04-05 14:45:13+02:00,17.375,15.061,9.793,7.412
2020-04-05 14:45:44+02:00,17.359,15.677,11.918,7.112
2020-04-05 14:46:14+02:00,17.399,15.705,10.289,5.912
2020-04-05 14:46:44+02:00,16.336,14.326,9.098,5.712
2020-04-05 14:47:14+02:00,17.029,14.581,11.39,4.912
2020-04-05 14:47:44+02:00,18.507,15.309,8.471,5.312
2020-04-05 14:48:14+02:00,18.833,14.178,11.658,5.112
2020-04-05 14:48:44+02:00,17.775,12.788,10.129,5.512
2020-04-05 14:49:14+02:00,17.855,14.971,9.711,5.312
2020-04-05 14:49:44+02:00,18.374,13.467,11.313,4.912
2020-04-05 14:50:14+02:00,17.735,15.923,10.055,5.512
2020-04-05 14:50:45+02:00,17.313,14.953,10.466,4.812
2020-04-05 14:51:15+02:00,18.867,12.829,10.563,4.412
2020-04-05 14:51:45+02:00,18.967,14.76,10.933,4.212
2020-04-05 14:52:17+02:00,19.999,12.418,10.718,4.312
2020-04-05 14:52:47+02:00,18.937,13.092,8.426,3.912
2020-04-05 14:53:17+02:00,19.906,15.969,8.307,5.112
2020-04-05 14:53:47+02:00,16.291,13.889,8.382,4.912
2020-04-05 14:54:17+02:00,18.655,12.029,8.693,5.312
2020-04-05 14:54:48+02:00,18.361,13.689,10.17,5.012
2020-04-05 14:55:18+02:00,16.926,12.47,10.837,5.012
2020-04-05 14:55:48+02:00,17.53,13.824,8.431,5.612
2020-04-05 14:56:18+02:00,17.194,15.067,11.097,5.612
2020-04-05 14:56:48+02:00,16.2,15.179,8.48,5.012
2020-04-05 14:57:18+02:00,18.345,15.06,8.697,5.812
2020-04-05 14:57:48+02:00,16.808,14.821,11.255,5.612
2020-04-05 14:58:18+02:00,17.871,15.743,8.777,5.012
2020-04-05 14:58:48+02:00,19.979,15.741,8.814,4.612
2020-04-05 14:59:19+02:00,16.391,15.705,8.958,4.112
2020-04-05 14:59:49+02:00,19.586,14.015,11.849,4.312
2020-04-05 15:00:19+02:00,18.91,12.667,10.599,5.112
2020-04-05 15:00:49+02:00,19.546,12.467,11.613,4.312
2020-04-05 15:01:19+02:00,16.675,13.636,10.91,5.912
2020-04-05 15:01:49+02:00,16.241,15.349,8.7,6.112
2020-04-05 15:02:19+02:00,16.795,15.087,8.589,6.112
2020-04-05 15:02:49+02:00,16.874,14.038,8.819,6.112
2020-04-05 15:03:19+02:00,19.072,15.846,10.147,6.512
2020-04-05 15:03:49+02:00,16.585,12.385,11.868,5.912
2020-04-05 15:04:19+02:00,19.167,14.671,9.908,6.312
2020-04-05 15:04:49+02:00,17.045,12.455,9.271,6.112
2020-04-05 15:05:28+02:00,16.09,12.555,10.14,5.612
2020-04-05 15:06:10+02:00,16.156,15.362,9.177,4.412
2020-04-05 15:06:43+02:00,16.631,12.523,9.693,4.512
2020-04-05 15:07:13+02:00,17.163,12.418,9.904,4.312
2020-04-05 15:07:43+02:00,19.266,13.757,8.087,4.112
2020-04-05 15:08:13+02:00,19.628,14.756,9.982,4.112
2020-04-05 15:08:43+02:00,19.943,12.225,9.696,4.512
2020-04-05 15:09:14+02:00,19.101,15.098,11.938,4.312
2020-04-05 15:09:44+02:00,18.326,12.77,11.669,4.312
2020-04-05 15:10:16+02:00,16.015,14.128,9.484,4.112
2020-04-05 15:10:46+02:00,19.905,15.505,8.16,4.312
2020-04-05 15:11:16+02:00,18.678,15.73,11.026,4.912
2020-04-05 15:11:47+02:00,19.253,12.402,10.2,5.012
2020-04-05 15:12:17+02:00,19.062,13.411,10.465,5.612
2020-04-05 15:12:47+02:00,18.78,12.407,11.481,5.812
2020-04-05 15:13:17+02:00,18.102,13.605,10.057,6.612
2020-04-05 15:13:47+02:00,19.111,15.06,8.987,7.412
2020-04-05 15:14:17+02:00,19.566,14.375,11.661,7.412
2020-04-05 15:14:47+02:00,18.342,15.142,8.474,6.612
2020-04-05 15:15:17+02:00,18.837,15.246,9.883,5.612
2020-04-05 15:15:47+02:00,17.474,12.213,8.073,4.612
2020-04-05 15:16:17+02:00,18.739,15.109,8.236,4.412
2020-04-05 15:16:47+02:00,16.178,13.281,10.18,4.012
2020-04-05 15:17:18+02:00,16.67,13.992,10.108,4.312
2020-04-05 15:17:49+02:00,19.263,15.501,11.072,4.512
2020-04-05 15:18:22+02:00,16.822,15.227,9.718,4.012
2020-04-05 15:18:52+02:00,16.975,15.483,10.07,4.812
2020-04-05 15:19:22+02:00,19.089,15.771,11.597,5.812
