Date and Time,input_4,input_3,input_2,input_1
2020-04-11 14:01:05+02:00,19.085,14.145,11.823,11.659
2020-04-11 14:04:06+02:00,17.247,14.391,9.124,12.059
2020-04-11 14:07:07+02:00,17.197,15.2,10.34,12.959
2020-04-11 14:10:07+02:00,17.184,14.848,9.749,12.559
2020-04-11 14:13:07+02:00,17.589,13.412,9.668,14.759
2020-04-11 14:16:07+02:00,19.864,12.694,9.456,13.959
2020-04-11 14:19:08+02:00,17.536,15.813,8.574,14.959
2020-04-11 14:22:08+02:00,18.461,12.023,10.786,15.959
2020-04-11 14:25:08+02:00,18.404,14.337,10.382,13.959
2020-04-11 14:28:08+02:00,16.692,12.655,9.811,13.359
2020-04-11 14:31:10+02:00,17.684,15.823,8.435,11.359
2020-04-11 14:34:11+02:00,18.465,13.681,8.625,12.959
2020-04-11 14:37:11+02:00,17.819,15.338,11.298,13.759
2020-04-11 14:40:11+02:00,18.66,14.929,10.539,14.359
2020-04-11 14:43:11+02:00,19.53,15.426,8.514,15.759
2020-04-11 14:46:11+02:00,17.459,15.947,11.113,14.159
2020-04-11 14:49:12+02:00,17.035,14.099,8.125,15.959
2020-04-11 14:52:12+02:00,18.823,12.75,9.667,16.359
2020-04-11 14:55:12+02:00,19.372,15.313,11.275,13.959
2020-04-11 14:58:12+02:00,17.328,13.99,9.065,15.359
2020-04-11 15:01:12+02:00,18.138,13.238,8.478,16.959
2020-04-11 15:04:14+02:00,18.129,12.841,11.52,16.459
2020-04-11 15:07:14+02:00,17.545,13.644,8.265,16.259
2020-04-11 15:10:14+02:00,19.655,14.09,11.041,18.659
2020-04-11 15:13:14+02:00,16.586,14.589,9.784,19.059
2020-04-11 15:16:15+02:00,17.348,14.036,9.939,19.959
2020-04-11 15:19:16+02:00,18.782,14.765,11.601,19.559
2020-04-11 15:22:16+02:00,17.783,15.523,9.41,16.959
2020-04-11 15:25:16+02:00,19.274,14.116,10.846,15.959
2020-04-11 15:28:16+02:00,17.356,14.454,11.913,17.159
2020-04-11 15:31:16+02:00,18.314,13.841,11.971,15.959
2020-04-11 15:34:17+02:00,17.155,14.14,8.175,14.559
2020-04-11 15:37:17+02:00,19.91,13.832,8.386,16.159
2020-04-11 15:40:17+02:00,17.255,14.407,10.013,16.559
2020-04-11 15:43:17+02:00,17.12,12.894,11.04,17.559
2020-04-11 15:46:17+02:00,18.349,15.082,11.333,12.759
2020-04-11 15:49:18+02:00,17.553,12.623,9.915,14.359
2020-04-11 15:52:18+02:00,19.381,13.11,9.953,12.959
2020-04-11 15:55:18+02:00,18.43,12.38,10.747,13.759
2020-04-11 15:58:18+02:00,19.79,12.841,10.59,14.559
2020-04-11 16:01:19+02:00,17.186,13.107,10.255,14.359
2020-04-11 16:04:19+02:00,19.769,12.678,9.734,12.959
2020-04-11 16:07:19+02:00,19.636,13.657,11.064,14.759
2020-04-11 16:10:19+02:00,18.13,14.378,9.397,12.759
2020-04-11 16:13:19+02:00,18.633,14.213,8.436,10.159
2020-04-11 16:16:20+02:00,18.08,12.403,10.674,7.159
2020-04-11 16:19:20+02:00,18.572,14.217,11.2,7.159
2020-04-11 16:22:20+02:00,19.75,15.391,9.609,5.759
2020-04-11 16:25:20+02:00,16.05,14.881,11.395,8.359
2020-04-11 16:28:20+02:00,19.258,13.4,9.023,9.759
2020-04-11 16:31:21+02:00,16.422,14.714,10.015,11.359
2020-04-11 16:34:21+02:00,17.162,15.129,9.393,12.359
2020-04-11 16:37:21+02:00,17.805,15.522,9.279,14.959
2020-04-11 16:40:22+02:00,19.222,13.435,8.528,15.459
2020-04-11 16:43:22+02:00,16.938,12.894,9.911,15.059
2020-04-11 16:46:23+02:00,17.88,12.812,8.731,14.459
2020-04-11 16:49:23+02:00,19.85,14.026,8.23,14.259
2020-04-11 16:52:23+02:00,17.669,15.471,11.508,15.459
2020-04-11 16:55:23+02:00,19.631,14.778,9.054,16.859
2020-04-11 16:58:23+02:00,17.427,12.971,9.931,17.259
2020-04-11 17:01:24+02:00,17.662,12.955,9.912,17.059
2020-04-11 17:04:24+02:00,16.511,13.217,8.089,17.459
2020-04-11 17:07:24+02:00,18.115,12.744,9.412,15.859
2020-04-11 17:10:24+02:00,18.671,15.123,10.939,15.659
2020-04-11 17:13:24+02:00,16.153,15.303,10.604,14.659
2020-04-11 17:16:25+02:00,16.962,13.229,8.581,15.459
2020-04-11 17:19:25+02:00,18.391,15.437,9.119,17.259
2020-04-11 17:22:25+02:00,17.094,13.766,11.708,19.059
2020-04-11 17:25:25+02:00,16.85,14.342,9.816,17.259
2020-04-11 17:28:25+02:00,18.462,13.253,9.864,18.259
2020-04-11 17:31:26+02:00,18.855,12.477,11.888,17.459
2020-04-11 17:34:26+02:00,16.206,13.09,10.974,18.259
2020-04-11 18:00:15+02:00,16.548,12.654,8.63,17.982
2020-04-11 18:03:15+02:00,18.29,14.397,11.935,18.182
2020-04-11 18:06:18+02:00,16.573,14.189,8.692,7.779
2020-04-11 18:09:18+02:00,19.71,13.956,11.749,8.179
2020-04-11 18:12:18+02:00,16.913,13.198,10.379,7.179
2020-04-11 18:15:19+02:00,19.049,12.468,11.328,6.379
2020-04-11 18:18:19+02:00,19.734,13.067,11.218,5.979
2020-04-11 18:21:19+02:00,18.103,15.668,8.052,5.579
2020-04-11 18:24:19+02:00,18.595,15.665,9.547,4.779
2020-04-11 18:27:23+02:00,18.299,15.474,10.955,15.284
2020-04-11 18:30:23+02:00,18.449,13.391,8.004,13.284
2020-04-11 18:33:23+02:00,16.433,15.596,11.714,13.084
