Date and Time,input_2,in_2_calculated
2020-04-12 22:50:34+02:00,8.417,20.0
2020-04-12 22:51:04+02:00,10.533,20.0
2020-04-12 22:51:34+02:00,11.195,20.0
2020-04-12 22:52:04+02:00,10.007,20.0
2020-04-12 22:52:34+02:00,11.718,20.0
2020-04-12 22:53:04+02:00,8.96,20.0
2020-04-12 22:53:34+02:00,11.739,20.0
2020-04-12 22:54:04+02:00,9.619,20.0
2020-04-12 22:54:34+02:00,10.619,20.0
2020-04-12 22:55:04+02:00,11.543,20.0
2020-04-12 22:55:34+02:00,11.511,20.0
2020-04-12 22:56:04+02:00,11.333,20.0
2020-04-12 22:56:34+02:00,10.627,26.627
2020-04-12 22:57:04+02:00,11.947,27.947
2020-04-12 22:57:34+02:00,10.581,26.581
2020-04-12 22:58:04+02:00,10.681,26.681
2020-04-12 22:58:34+02:00,9.285,25.285
2020-04-12 22:59:04+02:00,9.333,25.333
2020-04-12 22:59:34+02:00,9.152,25.152
2020-04-12 23:00:04+02:00,9.505,25.505
2020-04-12 23:00:34+02:00,11.889,27.889
2020-04-12 23:01:04+02:00,10.902,26.902
2020-04-12 23:01:34+02:00,9.554,25.554
2020-04-12 23:02:04+02:00,10.499,26.499
2020-04-12 23:02:34+02:00,10.53,26.53
2020-04-12 23:03:04+02:00,9.824,25.824
2020-04-12 23:03:34+02:00,10.217,26.217
2020-04-12 23:04:04+02:00,9.541,25.541
2020-04-12 23:04:35+02:00,9.714,25.714
2020-04-12 23:05:05+02:00,11.486,27.486
2020-04-12 23:05:35+02:00,9.773,25.773
2020-04-12 23:06:05+02:00,8.763,24.763
2020-04-12 23:06:35+02:00,9.632,25.632
2020-04-12 23:07:05+02:00,8.216,24.216
2020-04-12 23:07:35+02:00,8.505,24.505
2020-04-12 23:08:05+02:00,11.862,27.862
2020-04-12 23:08:35+02:00,9.999,25.999
2020-04-12 23:09:05+02:00,9.581,25.581
2020-04-12 23:09:35+02:00,11.469,27.469
2020-04-12 23:10:05+02:00,8.567,24.567
2020-04-12 23:10:35+02:00,8.459,24.459
2020-04-12 23:11:05+02:00,11.919,27.919
2020-04-12 23:11:35+02:00,11.317,27.317
2020-04-12 23:12:05+02:00,10.536,26.536
2020-04-12 23:12:35+02:00,8.164,24.164
2020-04-12 23:13:05+02:00,11.258,27.258
2020-04-12 23:13:35+02:00,10.806,26.806
2020-04-12 23:14:05+02:00,9.188,25.188
2020-04-12 23:14:35+02:00,9.848,25.848
2020-04-12 23:15:05+02:00,10.295,26.295
2020-04-12 23:15:35+02:00,9.693,25.693
2020-04-12 23:16:05+02:00,11.982,27.982
2020-04-12 23:16:35+02:00,8.022,24.022
2020-04-12 23:17:05+02:00,8.884,24.884
2020-04-12 23:17:35+02:00,8.636,24.636
2020-04-12 23:18:05+02:00,10.283,26.283
2020-04-12 23:18:35+02:00,9.089,25.089
2020-04-12 23:19:06+02:00,11.425,27.425
2020-04-12 23:19:36+02:00,10.159,26.159
2020-04-12 23:20:06+02:00,8.313,24.313
2020-04-12 23:20:36+02:00,8.586,24.586
2020-04-12 23:21:06+02:00,10.921,26.921
2020-04-12 23:21:36+02:00,9.541,25.541
2020-04-12 23:22:06+02:00,11.818,27.818
2020-04-12 23:22:36+02:00,11.936,27.936
2020-04-12 23:23:06+02:00,11.209,27.209
2020-04-12 23:23:36+02:00,10.802,26.802
2020-04-12 23:24:06+02:00,11.258,27.258
2020-04-12 23:24:36+02:00,8.435,24.435
2020-04-12 23:25:06+02:00,9.127,25.127
2020-04-12 23:25:36+02:00,8.578,24.578
2020-04-12 23:26:06+02:00,10.429,26.429
2020-04-12 23:26:36+02:00,9.564,25.564
2020-04-12 23:27:06+02:00,9.997,25.997
2020-04-12 23:27:36+02:00,9.909,25.909
2020-04-12 23:28:06+02:00,10.238,26.238
2020-04-12 23:28:36+02:00,11.463,27.463
2020-04-12 23:29:06+02:00,11.626,27.626
2020-04-12 23:29:36+02:00,11.798,27.798
2020-04-12 23:30:06+02:00,8.125,24.125
2020-04-12 23:30:36+02:00,9.252,25.252
2020-04-12 23:31:06+02:00,9.775,25.775
2020-04-12 23:31:36+02:00,10.112,26.112
2020-04-12 23:32:06+02:00,9.756,25.756
2020-04-12 23:32:36+02:00,11.523,27.523
2020-04-12 23:33:06+02:00,11.628,27.628
2020-04-12 23:33:36+02:00,8.987,24.987
2020-04-12 23:34:07+02:00,8.718,24.718
2020-04-12 23:34:37+02:00,9.202,25.202
