Date and Time,input_4,input_3,input_2,input_1
2020-04-02 14:01:14+02:00,17.065,13.15,10.917,6.171
2020-04-02 14:04:14+02:00,19.555,13.764,11.773,6.771
2020-04-02 14:07:14+02:00,19.692,12.303,9.037,7.171
2020-04-02 14:10:14+02:00,18.39,12.419,8.003,6.771
2020-04-02 14:13:15+02:00,16.948,12.556,10.917,6.371
2020-04-02 14:16:16+02:00,18.335,14.701,8.245,6.871
2020-04-02 14:19:16+02:00,19.695,13.558,11.467,9.071
2020-04-02 14:22:16+02:00,16.587,14.678,9.977,9.271
2020-04-02 14:25:16+02:00,16.869,15.766,9.282,10.471
2020-04-02 14:28:18+02:00,18.985,13.643,11.62,12.571
2020-04-02 14:31:18+02:00,16.423,14.025,9.176,12.571
2020-04-02 14:34:18+02:00,18.366,13.863,8.142,12.371
2020-04-02 14:37:18+02:00,18.658,13.54,8.463,13.571
2020-04-02 14:40:21+02:00,16.998,12.358,11.871,12.371
2020-04-02 14:43:21+02:00,17.168,14.247,8.659,9.771
2020-04-02 14:46:21+02:00,19.959,15.084,10.643,10.971
2020-04-02 14:49:21+02:00,17.197,13.53,11.667,10.771
2020-04-02 14:52:21+02:00,16.768,13.633,9.265,9.971
2020-04-02 14:55:22+02:00,18.48,14.707,11.184,9.571
2020-04-02 14:58:22+02:00,17.542,13.397,11.408,10.171
2020-04-02 15:01:22+02:00,19.757,13.668,8.427,12.971
2020-04-02 15:04:22+02:00,18.55,12.622,9.152,14.771
2020-04-02 15:07:22+02:00,16.95,15.827,8.225,14.371
2020-04-02 15:10:23+02:00,19.296,15.429,11.327,12.971
2020-04-02 15:13:23+02:00,16.808,15.006,11.939,15.971
2020-04-02 15:16:23+02:00,16.879,14.57,10.615,15.571
2020-04-02 15:19:23+02:00,17.587,12.218,8.144,15.171
2020-04-02 15:22:23+02:00,18.601,14.756,9.863,15.171
2020-04-02 15:25:24+02:00,18.689,12.208,9.959,16.771
2020-04-02 15:28:24+02:00,19.562,12.63,9.07,16.771
2020-04-02 15:31:24+02:00,17.96,14.878,11.144,16.371
2020-04-02 15:34:24+02:00,18.918,14.182,8.517,16.971
2020-04-02 15:37:24+02:00,16.495,12.198,11.108,17.571
2020-04-02 15:40:25+02:00,19.218,14.285,10.515,16.171
2020-04-02 15:43:25+02:00,17.763,14.632,8.82,16.771
