Date and Time,input_1,in_1_calculated
2020-04-10 14:01:17+02:00,8.512,247.094
2020-04-10 14:04:17+02:00,6.712,244.019
2020-04-10 14:07:17+02:00,5.712,240.944
2020-04-10 14:10:18+02:00,4.712,244.019
2020-04-10 14:13:18+02:00,4.512,240.944
2020-04-10 14:16:18+02:00,3.912,234.794
2020-04-10 14:19:19+02:00,4.012,225.569
2020-04-10 14:22:19+02:00,5.012,225.569
2020-04-10 14:25:20+02:00,7.012,234.794
2020-04-10 14:28:20+02:00,7.612,247.094
2020-04-10 14:31:20+02:00,6.412,216.344
2020-04-10 14:34:20+02:00,5.412,231.719
2020-04-10 14:37:20+02:00,4.212,250.169
2020-04-10 14:40:21+02:00,5.612,237.869
2020-04-10 14:43:21+02:00,4.012,247.094
2020-04-10 14:46:21+02:00,5.612,244.019
2020-04-10 14:49:21+02:00,6.812,247.094
2020-04-10 14:52:22+02:00,6.612,234.794
2020-04-10 14:55:23+02:00,5.712,247.094
2020-04-10 14:58:24+02:00,4.812,217.882
2020-04-10 15:01:24+02:00,7.212,211.732
2020-04-10 15:04:24+02:00,8.412,220.957
2020-04-10 15:07:25+02:00,7.812,233.257
2020-04-10 15:10:25+02:00,8.812,187.132
2020-04-10 15:13:25+02:00,11.212,202.507
2020-04-10 15:16:25+02:00,11.212,205.582
2020-04-10 15:19:25+02:00,9.812,202.507
2020-04-10 15:22:26+02:00,9.212,78.1075
2020-04-10 15:25:26+02:00,8.612,59.6575
2020-04-10 15:28:26+02:00,10.412,50.4325
2020-04-10 15:31:26+02:00,11.212,65.8075
2020-04-10 15:34:26+02:00,12.012,31.9825
2020-04-10 15:37:27+02:00,10.412,44.2825
2020-04-10 15:40:27+02:00,11.612,62.7325
2020-04-10 15:43:27+02:00,11.812,44.2825
2020-04-10 15:46:28+02:00,11.312,50.4325
2020-04-10 15:49:28+02:00,10.512,56.5825
2020-04-10 15:52:29+02:00,9.512,50.4325
2020-04-10 15:55:29+02:00,10.912,13.5325
2020-04-10 15:58:29+02:00,12.912,44.2825
2020-04-10 16:01:29+02:00,12.312,13.5325
2020-04-10 16:04:29+02:00,14.112,24.295
2020-04-10 16:07:31+02:00,13.212,36.595
2020-04-10 16:10:31+02:00,13.812,33.52
2020-04-10 16:13:31+02:00,16.612,36.595
2020-04-10 16:16:31+02:00,15.412,47.3575
2020-04-10 16:19:31+02:00,14.612,50.4325
2020-04-10 16:22:32+02:00,14.212,81.1825
2020-04-10 16:25:32+02:00,14.412,53.5075
2020-04-10 16:28:32+02:00,13.212,62.7325
2020-04-10 16:31:32+02:00,10.612,19.6825
