Date and Time,input_3
2020-04-09 14:00:29+02:00,13.627
2020-04-09 14:00:59+02:00,14.244
2020-04-09 14:01:29+02:00,12.708
2020-04-09 14:01:59+02:00,15.685
2020-04-09 14:02:30+02:00,13.039
2020-04-09 14:03:00+02:00,15.113
2020-04-09 14:03:30+02:00,12.231
2020-04-09 14:04:00+02:00,14.31
2020-04-09 14:04:30+02:00,12.507
2020-04-09 14:05:00+02:00,15.442
2020-04-09 14:05:30+02:00,15.183
2020-04-09 14:06:00+02:00,13.963
2020-04-09 14:06:30+02:00,12.474
2020-04-09 14:07:00+02:00,12.048
2020-04-09 14:07:30+02:00,14.106
2020-04-09 14:08:00+02:00,12.313
2020-04-09 14:08:30+02:00,13.828
2020-04-09 14:09:00+02:00,15.789
2020-04-09 14:09:30+02:00,14.309
2020-04-09 14:10:00+02:00,12.777
2020-04-09 14:10:30+02:00,12.385
2020-04-09 14:11:00+02:00,14.685
2020-04-09 14:11:30+02:00,15.897
2020-04-09 14:12:00+02:00,15.201
2020-04-09 14:12:30+02:00,12.581
2020-04-09 14:13:00+02:00,14.86
2020-04-09 14:13:30+02:00,13.597
2020-04-09 14:14:00+02:00,14.499
2020-04-09 14:14:30+02:00,14.653
2020-04-09 14:15:00+02:00,13.272
2020-04-09 14:15:30+02:00,12.845
2020-04-09 14:16:01+02:00,14.0
2020-04-09 14:16:31+02:00,15.205
2020-04-09 14:17:02+02:00,13.435
2020-04-09 14:17:32+02:00,15.296
2020-04-09 14:18:02+02:00,14.631
2020-04-09 14:18:32+02:00,13.761
2020-04-09 14:19:02+02:00,12.193
2020-04-09 14:19:32+02:00,13.177
2020-04-09 14:20:02+02:00,12.828
2020-04-09 14:20:32+02:00,12.118
2020-04-09 14:21:02+02:00,14.781
2020-04-09 14:21:32+02:00,13.299
2020-04-09 14:22:02+02:00,14.159
2020-04-09 14:22:32+02:00,13.814
2020-04-09 14:23:02+02:00,12.951
2020-04-09 14:23:32+02:00,15.609
2020-04-09 14:24:02+02:00,12.812
2020-04-09 14:24:32+02:00,15.375
2020-04-09 14:25:02+02:00,15.124
2020-04-09 14:25:32+02:00,15.777
2020-04-09 14:26:02+02:00,13.363
2020-04-09 14:26:32+02:00,14.769
2020-04-09 14:27:02+02:00,15.609
2020-04-09 14:27:32+02:00,14.921
2020-04-09 14:28:03+02:00,13.146
2020-04-09 14:28:33+02:00,12.242
2020-04-09 14:29:03+02:00,14.07
2020-04-09 14:29:33+02:00,12.82
2020-04-09 14:30:03+02:00,15.617
2020-04-09 14:30:33+02:00,12.294
2020-04-09 14:31:03+02:00,13.311
2020-04-09 14:31:34+02:00,15.254
2020-04-09 14:32:04+02:00,15.775
2020-04-09 14:32:34+02:00,13.797
2020-04-09 14:33:04+02:00,15.848
2020-04-09 14:33:34+02:00,12.916
2020-04-09 14:34:04+02:00,14.588
2020-04-09 14:34:34+02:00,15.836
2020-04-09 14:35:04+02:00,13.92
2020-04-09 14:35:34+02:00,13.867
2020-04-09 14:36:04+02:00,13.979
2020-04-09 14:36:34+02:00,15.271
2020-04-09 14:37:04+02:00,12.94
2020-04-09 14:37:34+02:00,13.455
2020-04-09 14:38:04+02:00,12.629
2020-04-09 14:38:34+02:00,13.675
2020-04-09 14:39:04+02:00,15.167
2020-04-09 14:39:34+02:00,15.747
2020-04-09 14:40:04+02:00,13.393
2020-04-09 14:40:34+02:00,12.628
2020-04-09 14:41:04+02:00,12.944
2020-04-09 14:41:34+02:00,13.97
2020-04-09 14:42:04+02:00,12.33
2020-04-09 14:42:34+02:00,12.498
2020-04-09 14:43:04+02:00,12.573
2020-04-09 14:43:34+02:00,13.407
2020-04-09 14:44:04+02:00,13.304
2020-04-09 14:44:34+02:00,14.161
2020-04-09 14:45:04+02:00,13.824
2020-04-09 14:45:34+02:00,15.751
2020-04-09 14:46:04+02:00,12.407
2020-04-09 14:46:35+02:00,15.595
2020-04-09 14:47:05+02:00,13.301
2020-04-09 14:47:35+02:00,13.895
2020-04-09 14:48:05+02:00,13.555
2020-04-09 14:48:35+02:00,15.695
2020-04-09 14:49:05+02:00,14.32
2020-04-09 14:49:35+02:00,13.828
2020-04-09 14:50:05+02:00,13.789
2020-04-09 14:50:35+02:00,14.367
