Date and Time,input_1,in_2_calculated
2020-04-12 22:53:04+02:00,19.811,20.0
2020-04-12 22:56:04+02:00,19.611,20.0
2020-04-12 22:59:04+02:00,19.411,25.333
2020-04-12 23:02:04+02:00,19.611,26.499
2020-04-12 23:05:05+02:00,19.411,27.486
2020-04-12 23:08:05+02:00,19.011,27.862
2020-04-12 23:11:05+02:00,18.411,27.919
2020-04-12 23:14:05+02:00,18.411,25.188
2020-04-12 23:17:05+02:00,19.011,24.884
2020-04-12 23:20:06+02:00,19.811,24.313
2020-04-12 23:23:06+02:00,17.811,27.209
2020-04-12 23:26:06+02:00,18.811,26.429
2020-04-12 23:29:06+02:00,20.011,27.626
2020-04-12 23:32:06+02:00,19.211,25.756
2020-04-12 23:35:07+02:00,19.811,24.054
2020-04-12 23:38:07+02:00,19.611,26.723
2020-04-12 23:41:07+02:00,19.811,27.562
2020-04-12 23:44:07+02:00,19.011,25.532
2020-04-12 23:47:07+02:00,19.811,27.179
2020-04-12 23:50:09+02:00,17.911,24.115
2020-04-12 23:53:09+02:00,17.511,26.854
2020-04-12 23:56:09+02:00,18.111,27.415
2020-04-12 23:59:09+02:00,18.911,27.371
2020-04-13 00:02:09+02:00,15.911,27.109
2020-04-13 00:05:10+02:00,16.911,24.471
2020-04-13 00:08:10+02:00,17.111,24.936
2020-04-13 00:11:10+02:00,16.911,26.685
2020-04-13 00:14:55+02:00,8.82,27.981
2020-04-13 00:17:56+02:00,7.62,26.558
2020-04-13 00:20:56+02:00,7.02,22.2516
2020-04-13 00:23:56+02:00,8.02,22.1947
2020-04-13 00:26:56+02:00,5.82,21.8019
2020-04-13 00:29:56+02:00,6.62,21.5872
2020-04-13 00:32:57+02:00,7.82,21.5766
2020-04-13 00:35:57+02:00,6.62,21.6525
2020-04-13 00:38:57+02:00,7.02,22.0991
2020-04-13 00:41:57+02:00,7.42,21.6562
2020-04-13 00:44:57+02:00,7.02,22.3028
2020-04-13 00:47:58+02:00,4.62,22.1159
2020-04-13 00:50:58+02:00,6.62,21.6825
2020-04-13 00:53:58+02:00,4.62,21.3469
2020-04-13 00:56:59+02:00,5.32,21.6794
2020-04-13 01:00:00+02:00,6.12,22.0553
2020-04-13 01:03:00+02:00,5.92,21.9684
2020-04-13 01:06:00+02:00,6.12,22.15
2020-04-13 01:09:01+02:00,6.82,21.8975
2020-04-13 01:12:01+02:00,7.02,22.1666
2020-04-13 01:15:02+02:00,9.02,21.2553
2020-04-13 01:18:02+02:00,7.22,21.4837
2020-04-13 01:21:02+02:00,7.82,22.0362
2020-04-13 01:24:02+02:00,5.02,21.6247
2020-04-13 01:27:02+02:00,6.02,21.4509
2020-04-13 01:30:03+02:00,7.02,22.0744
2020-04-13 01:33:03+02:00,7.62,21.6194
2020-04-13 01:36:03+02:00,6.02,21.2844
2020-04-13 01:39:03+02:00,4.02,21.8534
2020-04-13 01:42:03+02:00,5.22,22.0106
2020-04-13 01:45:04+02:00,6.02,21.9325
2020-04-13 01:48:04+02:00,5.42,21.4247
2020-04-13 01:51:04+02:00,6.42,22.3813
2020-04-13 01:54:04+02:00,5.82,21.7069
2020-04-13 01:57:04+02:00,5.42,21.5172
2020-04-13 02:02:59+02:00,4.82,22.0306
2020-04-13 02:05:59+02:00,5.22,21.7753
2020-04-13 02:08:59+02:00,5.02,21.3222
2020-04-13 02:12:00+02:00,4.62,22.1044
2020-04-13 02:15:00+02:00,4.42,22.0737
2020-04-13 02:18:00+02:00,5.42,21.4091
2020-04-13 02:21:00+02:00,5.82,22.1466
2020-04-13 02:24:00+02:00,7.02,22.4819
2020-04-13 02:27:01+02:00,7.62,22.1872
2020-04-13 02:30:01+02:00,9.02,21.7709
2020-04-13 02:33:01+02:00,8.82,22.3725
2020-04-13 02:36:01+02:00,8.42,21.6191
2020-04-13 02:39:01+02:00,8.82,21.9741
2020-04-13 02:42:02+02:00,8.02,21.6112
2020-04-13 02:45:02+02:00,10.62,21.4594
2020-04-13 02:48:02+02:00,11.02,22.1203
2020-04-13 02:51:02+02:00,10.02,22.4778
2020-04-13 02:54:02+02:00,7.42,21.5634
2020-04-13 02:57:08+02:00,9.72,21.3897
2020-04-13 03:00:12+02:00,7.52,21.4803
2020-04-13 03:03:12+02:00,6.72,22.2306
2020-04-13 03:06:12+02:00,4.52,22.3775
2020-04-13 03:09:12+02:00,5.12,21.9797
2020-04-13 03:12:13+02:00,5.52,21.9784
2020-04-13 03:15:13+02:00,4.92,22.0647
2020-04-13 03:18:13+02:00,5.12,21.3913
2020-04-13 03:21:13+02:00,6.92,21.5931
