Date and Time,input_6,in_6_calculated
2020-04-12 22:50:34+02:00,14.097,20.0
2020-04-12 22:51:04+02:00,11.408,20.0
2020-04-12 22:51:34+02:00,13.514,20.0
2020-04-12 22:52:04+02:00,11.105,20.0
2020-04-12 22:52:34+02:00,11.736,20.0
2020-04-12 22:53:04+02:00,12.936,20.0
2020-04-12 22:53:34+02:00,14.428,20.0
2020-04-12 22:54:04+02:00,13.478,20.0
2020-04-12 22:54:34+02:00,12.471,20.0
2020-04-12 22:55:04+02:00,14.724,20.0
2020-04-12 22:55:34+02:00,13.277,20.0
2020-04-12 22:56:04+02:00,14.245,20.0
2020-04-12 22:56:34+02:00,13.344,20.0
2020-04-12 22:57:04+02:00,13.351,20.0
2020-04-12 22:57:34+02:00,14.467,20.0
2020-04-12 22:58:04+02:00,12.674,20.0
2020-04-12 22:58:34+02:00,12.337,20.0
2020-04-12 22:59:04+02:00,11.331,20.0
2020-04-12 22:59:34+02:00,12.178,20.0
2020-04-12 23:00:04+02:00,11.706,20.0
2020-04-12 23:00:34+02:00,14.575,20.0
2020-04-12 23:01:04+02:00,13.438,20.0
2020-04-12 23:01:34+02:00,13.713,20.0
2020-04-12 23:02:04+02:00,12.029,20.0
2020-04-12 23:02:34+02:00,13.245,20.0
2020-04-12 23:03:04+02:00,13.974,20.0
2020-04-12 23:03:34+02:00,12.828,20.0
2020-04-12 23:04:04+02:00,12.953,20.0
2020-04-12 23:04:35+02:00,13.072,20.0
2020-04-12 23:05:05+02:00,14.106,20.0
2020-04-12 23:05:35+02:00,13.731,20.0
2020-04-12 23:06:05+02:00,14.484,20.0
2020-04-12 23:06:35+02:00,14.099,20.0
2020-04-12 23:07:05+02:00,14.906,20.0
2020-04-12 23:07:35+02:00,13.493,20.0
2020-04-12 23:08:05+02:00,11.301,20.0
2020-04-12 23:08:35+02:00,13.372,20.0
2020-04-12 23:09:05+02:00,13.785,20.0
2020-04-12 23:09:35+02:00,13.779,20.0
2020-04-12 23:10:05+02:00,13.431,20.0
2020-04-12 23:10:35+02:00,12.235,20.0
2020-04-12 23:11:05+02:00,11.618,20.0
2020-04-12 23:11:35+02:00,14.428,20.0
2020-04-12 23:12:05+02:00,13.933,20.0
2020-04-12 23:12:35+02:00,14.852,20.0
2020-04-12 23:13:05+02:00,11.57,20.0
2020-04-12 23:13:35+02:00,12.881,20.0
2020-04-12 23:14:05+02:00,11.349,20.0
2020-04-12 23:14:35+02:00,13.884,20.0
2020-04-12 23:15:05+02:00,13.399,20.0
2020-04-12 23:15:35+02:00,12.156,20.0
2020-04-12 23:16:05+02:00,13.223,20.0
2020-04-12 23:16:35+02:00,11.407,20.0
2020-04-12 23:17:05+02:00,12.99,20.0
2020-04-12 23:17:35+02:00,12.173,20.0
2020-04-12 23:18:05+02:00,12.526,20.0
2020-04-12 23:18:35+02:00,12.318,20.0
2020-04-12 23:19:06+02:00,12.536,20.0
2020-04-12 23:19:36+02:00,12.288,20.0
2020-04-12 23:20:06+02:00,13.571,20.0
2020-04-12 23:20:36+02:00,13.583,20.0
2020-04-12 23:21:06+02:00,12.243,20.0
2020-04-12 23:21:36+02:00,14.666,20.0
2020-04-12 23:22:06+02:00,11.12,20.0
2020-04-12 23:22:36+02:00,13.474,20.0
2020-04-12 23:23:06+02:00,14.953,20.0
2020-04-12 23:23:36+02:00,14.176,20.0
2020-04-12 23:24:06+02:00,14.63,20.0
2020-04-12 23:24:36+02:00,13.508,20.0
2020-04-12 23:25:06+02:00,14.523,20.0
2020-04-12 23:25:36+02:00,12.35,20.0
2020-04-12 23:26:06+02:00,11.916,20.0
2020-04-12 23:26:36+02:00,12.394,20.0
2020-04-12 23:27:06+02:00,11.773,20.0
2020-04-12 23:27:36+02:00,13.643,20.0
2020-04-12 23:28:06+02:00,14.742,20.0
2020-04-12 23:28:36+02:00,14.242,20.0
2020-04-12 23:29:06+02:00,13.778,20.0
2020-04-12 23:29:36+02:00,11.734,20.0
2020-04-12 23:30:06+02:00,11.1,20.0
2020-04-12 23:30:36+02:00,14.936,20.0
2020-04-12 23:31:06+02:00,12.621,20.0
2020-04-12 23:31:36+02:00,13.078,20.0
2020-04-12 23:32:06+02:00,12.196,20.0
2020-04-12 23:32:36+02:00,11.525,20.0
2020-04-12 23:33:06+02:00,12.12,20.0
2020-04-12 23:33:36+02:00,11.594,20.0
2020-04-12 23:34:07+02:00,12.914,20.0
2020-04-12 23:34:37+02:00,12.864,20.0
2020-04-12 23:35:07+02:00,11.701,20.0
2020-04-12 23:35:37+02:00,14.766,20.0
2020-04-12 23:36:07+02:00,14.992,20.0
2020-04-12 23:36:37+02:00,11.135,20.0
2020-04-12 23:37:07+02:00,12.243,20.0
2020-04-12 23:37:37+02:00,13.679,20.0
2020-04-12 23:38:07+02:00,13.845,20.0
2020-04-12 23:38:37+02:00,11.004,20.0
2020-04-12 23:39:07+02:00,12.091,20.0
2020-04-12 23:39:37+02:00,12.23,20.0
2020-04-12 23:40:07+02:00,12.975,20.0
2020-04-12 23:40:37+02:00,13.053,20.0
2020-04-12 23:41:07+02:00,11.913,20.0
2020-04-12 23:41:37+02:00,13.945,20.0
2020-04-12 23:42:07+02:00,11.973,20.0
2020-04-12 23:42:37+02:00,14.336,20.0
2020-04-12 23:43:07+02:00,12.862,20.0
2020-04-12 23:43:37+02:00,14.693,20.0
2020-04-12 23:44:07+02:00,11.392,20.0
2020-04-12 23:44:37+02:00,12.111,20.0
2020-04-12 23:45:07+02:00,12.823,20.0
2020-04-12 23:45:37+02:00,13.711,20.0
2020-04-12 23:46:07+02:00,13.076,20.0
2020-04-12 23:46:37+02:00,12.573,20.0
2020-04-12 23:47:07+02:00,13.026,20.0
2020-04-12 23:47:37+02:00,14.479,20.0
2020-04-12 23:48:07+02:00,12.554,20.0
2020-04-12 23:48:38+02:00,12.673,20.0
2020-04-12 23:49:08+02:00,14.605,20.0
2020-04-12 23:49:38+02:00,12.755,20.0
2020-04-12 23:50:09+02:00,11.764,20.0
2020-04-12 23:50:39+02:00,11.73,20.0
2020-04-12 23:51:09+02:00,13.706,20.0
2020-04-12 23:51:39+02:00,12.545,20.0
2020-04-12 23:52:09+02:00,11.711,20.0
2020-04-12 23:52:39+02:00,11.831,20.0
2020-04-12 23:53:09+02:00,13.608,20.0
2020-04-12 23:53:39+02:00,12.756,20.0
2020-04-12 23:54:09+02:00,11.581,20.0
2020-04-12 23:54:39+02:00,13.056,20.0
2020-04-12 23:55:09+02:00,14.811,20.0
2020-04-12 23:55:39+02:00,13.333,20.0
2020-04-12 23:56:09+02:00,14.066,20.0
2020-04-12 23:56:39+02:00,14.82,20.0
2020-04-12 23:57:09+02:00,14.512,20.0
2020-04-12 23:57:39+02:00,12.149,20.0
2020-04-12 23:58:09+02:00,11.633,20.0
2020-04-12 23:58:39+02:00,13.491,20.0
2020-04-12 23:59:09+02:00,12.218,20.0
2020-04-12 23:59:39+02:00,14.299,20.0
2020-04-13 00:00:09+02:00,11.162,20.0
2020-04-13 00:00:39+02:00,14.982,20.0
2020-04-13 00:01:09+02:00,14.053,20.0
2020-04-13 00:01:39+02:00,11.012,20.0
2020-04-13 00:02:09+02:00,13.355,20.0
2020-04-13 00:02:39+02:00,14.938,20.0
2020-04-13 00:03:09+02:00,12.568,20.0
2020-04-13 00:03:40+02:00,12.746,20.0
2020-04-13 00:04:10+02:00,14.054,20.0
2020-04-13 00:04:40+02:00,12.221,20.0
2020-04-13 00:05:10+02:00,12.932,20.0
2020-04-13 00:05:40+02:00,12.6,20.0
2020-04-13 00:06:10+02:00,12.115,20.0
2020-04-13 00:06:40+02:00,11.757,20.0
2020-04-13 00:07:10+02:00,11.593,20.0
2020-04-13 00:07:40+02:00,14.148,20.0
2020-04-13 00:08:10+02:00,11.905,20.0
2020-04-13 00:08:40+02:00,12.903,20.0
2020-04-13 00:09:10+02:00,14.167,20.0
2020-04-13 00:09:40+02:00,12.168,20.0
2020-04-13 00:10:10+02:00,11.183,20.0
2020-04-13 00:10:40+02:00,11.63,20.0
2020-04-13 00:11:10+02:00,13.936,20.0
2020-04-13 00:11:40+02:00,13.216,20.0
2020-04-13 00:12:10+02:00,14.533,20.0
2020-04-13 00:13:25+02:00,12.729,20.0
2020-04-13 00:13:55+02:00,11.282,20.0
2020-04-13 00:14:25+02:00,12.838,20.0
2020-04-13 00:14:55+02:00,13.973,20.0
2020-04-13 00:15:25+02:00,14.575,20.0
2020-04-13 00:15:56+02:00,11.57,20.0
2020-04-13 00:16:26+02:00,11.205,20.0
2020-04-13 00:16:56+02:00,14.653,20.0
2020-04-13 00:17:26+02:00,11.018,20.0
2020-04-13 00:17:56+02:00,14.881,20.0
2020-04-13 00:18:26+02:00,13.265,20.0
2020-04-13 00:18:56+02:00,11.735,22.4172
2020-04-13 00:19:26+02:00,13.576,22.9925
2020-04-13 00:19:56+02:00,12.935,22.7922
2020-04-13 00:20:26+02:00,14.137,23.1678
2020-04-13 00:20:56+02:00,13.866,23.0831
2020-04-13 00:21:26+02:00,11.575,22.3672
2020-04-13 00:21:56+02:00,14.897,23.4053
2020-04-13 00:22:26+02:00,11.963,22.4884
2020-04-13 00:22:56+02:00,11.274,22.2731
2020-04-13 00:23:26+02:00,11.251,22.2659
2020-04-13 00:23:56+02:00,12.38,22.6187
2020-04-13 00:24:26+02:00,11.824,22.445
2020-04-13 00:24:56+02:00,13.56,22.9875
2020-04-13 00:25:26+02:00,11.798,22.4369
2020-04-13 00:25:56+02:00,11.773,22.4291
2020-04-13 00:26:26+02:00,12.022,22.5069
2020-04-13 00:26:56+02:00,12.373,22.6166
2020-04-13 00:27:26+02:00,14.424,23.2575
2020-04-13 00:27:56+02:00,11.725,22.4141
2020-04-13 00:28:26+02:00,13.789,23.0591
2020-04-13 00:28:56+02:00,12.799,22.7497
2020-04-13 00:29:26+02:00,14.724,23.3512
2020-04-13 00:29:56+02:00,11.636,22.3862
2020-04-13 00:30:26+02:00,11.099,22.2184
2020-04-13 00:30:57+02:00,13.88,23.0875
2020-04-13 00:31:27+02:00,14.561,23.3003
2020-04-13 00:31:57+02:00,12.923,22.7884
2020-04-13 00:32:27+02:00,14.751,23.3597
2020-04-13 00:32:57+02:00,14.84,23.3875
2020-04-13 00:33:27+02:00,12.374,22.6169
2020-04-13 00:33:57+02:00,12.221,22.5691
2020-04-13 00:34:27+02:00,13.338,22.9181
2020-04-13 00:34:57+02:00,14.134,23.1669
2020-04-13 00:35:27+02:00,13.423,22.9447
2020-04-13 00:35:57+02:00,11.148,22.2337
2020-04-13 00:36:27+02:00,12.548,22.6712
