Date and Time,input_1
2020-04-12 22:53:04+02:00,19.811
2020-04-12 22:56:04+02:00,19.611
2020-04-12 22:59:04+02:00,19.411
2020-04-12 23:02:04+02:00,19.611
2020-04-12 23:05:05+02:00,19.411
2020-04-12 23:08:05+02:00,19.011
2020-04-12 23:11:05+02:00,18.411
2020-04-12 23:14:05+02:00,18.411
2020-04-12 23:17:05+02:00,19.011
2020-04-12 23:20:06+02:00,19.811
2020-04-12 23:23:06+02:00,17.811
2020-04-12 23:26:06+02:00,18.811
2020-04-12 23:29:06+02:00,20.011
2020-04-12 23:32:06+02:00,19.211
2020-04-12 23:35:07+02:00,19.811
2020-04-12 23:38:07+02:00,19.611
2020-04-12 23:41:07+02:00,19.811
2020-04-12 23:44:07+02:00,19.011
2020-04-12 23:47:07+02:00,19.811
2020-04-12 23:50:09+02:00,17.911
2020-04-12 23:53:09+02:00,17.511
2020-04-12 23:56:09+02:00,18.111
2020-04-12 23:59:09+02:00,18.911
2020-04-13 00:02:09+02:00,15.911
2020-04-13 00:05:10+02:00,16.911
2020-04-13 00:08:10+02:00,17.111
2020-04-13 00:11:10+02:00,16.911
2020-04-13 00:14:55+02:00,8.82
2020-04-13 00:17:56+02:00,7.62
2020-04-13 00:20:56+02:00,7.02
2020-04-13 00:23:56+02:00,8.02
2020-04-13 00:26:56+02:00,5.82
2020-04-13 00:29:56+02:00,6.62
2020-04-13 00:32:57+02:00,7.82
2020-04-13 00:35:57+02:00,6.62
2020-04-13 00:38:57+02:00,7.02
2020-04-13 00:41:57+02:00,7.42
2020-04-13 00:44:57+02:00,7.02
2020-04-13 00:47:58+02:00,4.62
2020-04-13 00:50:58+02:00,6.62
2020-04-13 00:53:58+02:00,4.62
2020-04-13 00:56:59+02:00,5.32
2020-04-13 01:00:00+02:00,6.12
2020-04-13 01:03:00+02:00,5.92
2020-04-13 01:06:00+02:00,6.12
2020-04-13 01:09:01+02:00,6.82
2020-04-13 01:12:01+02:00,7.02
2020-04-13 01:15:02+02:00,9.02
2020-04-13 01:18:02+02:00,7.22
2020-04-13 01:21:02+02:00,7.82
2020-04-13 01:24:02+02:00,5.02
2020-04-13 01:27:02+02:00,6.02
2020-04-13 01:30:03+02:00,7.02
2020-04-13 01:33:03+02:00,7.62
2020-04-13 01:36:03+02:00,6.02
2020-04-13 01:39:03+02:00,4.02
2020-04-13 01:42:03+02:00,5.22
2020-04-13 01:45:04+02:00,6.02
2020-04-13 01:48:04+02:00,5.42
2020-04-13 01:51:04+02:00,6.42
2020-04-13 01:54:04+02:00,5.82
2020-04-13 01:57:04+02:00,5.42
2020-04-13 02:02:59+02:00,4.82
2020-04-13 02:05:59+02:00,5.22
2020-04-13 02:08:59+02:00,5.02
2020-04-13 02:12:00+02:00,4.62
2020-04-13 02:15:00+02:00,4.42
2020-04-13 02:18:00+02:00,5.42
2020-04-13 02:21:00+02:00,5.82
2020-04-13 02:24:00+02:00,7.02
2020-04-13 02:27:01+02:00,7.62
2020-04-13 02:30:01+02:00,9.02
2020-04-13 02:33:01+02:00,8.82
2020-04-13 02:36:01+02:00,8.42
2020-04-13 02:39:01+02:00,8.82
2020-04-13 02:42:02+02:00,8.02
2020-04-13 02:45:02+02:00,10.62
2020-04-13 02:48:02+02:00,11.02
2020-04-13 02:51:02+02:00,10.02
2020-04-13 02:54:02+02:00,7.42
2020-04-13 02:57:08+02:00,9.72
2020-04-13 03:00:12+02:00,7.52
2020-04-13 03:03:12+02:00,6.72
2020-04-13 03:06:12+02:00,4.52
2020-04-13 03:09:12+02:00,5.12
2020-04-13 03:12:13+02:00,5.52
2020-04-13 03:15:13+02:00,4.92
2020-04-13 03:18:13+02:00,5.12
2020-04-13 03:21:13+02:00,6.92
2020-04-13 03:24:14+02:00,7.32
2020-04-13 03:27:14+02:00,5.92
2020-04-13 03:30:14+02:00,5.92
2020-04-13 03:33:14+02:00,8.32
2020-04-13 03:36:14+02:00,6.52
2020-04-13 03:39:15+02:00,6.72
2020-04-13 03:42:15+02:00,6.32
2020-04-13 03:45:15+02:00,4.52
2020-04-13 03:48:15+02:00,4.52
2020-04-13 03:51:15+02:00,5.12
2020-04-13 03:54:16+02:00,4.12
2020-04-13 03:57:16+02:00,4.92
2020-04-13 04:00:16+02:00,4.52
2020-04-13 04:03:16+02:00,5.12
2020-04-13 04:06:16+02:00,4.32
2020-04-13 04:09:17+02:00,5.12
2020-04-13 04:12:17+02:00,3.92
2020-04-13 04:15:17+02:00,6.52
2020-04-13 04:18:17+02:00,4.32
2020-04-13 04:21:17+02:00,4.32
2020-04-13 04:24:18+02:00,5.72
2020-04-13 04:27:18+02:00,5.92
2020-04-13 04:30:18+02:00,5.52
2020-04-13 04:33:18+02:00,4.72
2020-04-13 04:36:19+02:00,4.12
2020-04-13 04:39:19+02:00,4.72
2020-04-13 04:42:19+02:00,4.52
2020-04-13 04:45:19+02:00,9.12
2020-04-13 04:48:19+02:00,9.52
2020-04-13 04:51:20+02:00,12.92
2020-04-13 04:54:20+02:00,11.72
2020-04-13 04:57:20+02:00,11.32
2020-04-13 05:00:20+02:00,11.92
2020-04-13 05:03:21+02:00,11.82
2020-04-13 05:06:22+02:00,12.42
2020-04-13 05:09:22+02:00,12.02
2020-04-13 05:12:22+02:00,11.42
2020-04-13 05:15:22+02:00,9.22
2020-04-13 05:18:22+02:00,10.62
2020-04-13 05:21:23+02:00,12.62
2020-04-13 05:24:23+02:00,13.22
2020-04-13 05:27:23+02:00,13.82
2020-04-13 05:30:23+02:00,13.42
2020-04-13 05:33:23+02:00,10.42
2020-04-13 05:36:24+02:00,9.42
2020-04-13 05:39:24+02:00,9.02
2020-04-13 05:42:24+02:00,8.42
2020-04-13 05:45:24+02:00,9.62
2020-04-13 05:48:24+02:00,6.62
2020-04-13 05:51:25+02:00,5.42
2020-04-13 05:54:25+02:00,6.82
2020-04-13 05:57:25+02:00,8.62
2020-04-13 06:00:25+02:00,9.82
2020-04-13 06:03:26+02:00,9.62
2020-04-13 06:06:26+02:00,8.62
2020-04-13 06:09:26+02:00,6.62
2020-04-13 06:12:26+02:00,7.82
2020-04-13 06:15:26+02:00,9.22
2020-04-13 06:18:27+02:00,8.82
2020-04-13 06:21:27+02:00,8.62
2020-04-13 06:24:27+02:00,9.42
2020-04-13 06:27:27+02:00,8.42
2020-04-13 06:30:27+02:00,8.42
2020-04-13 06:33:28+02:00,6.02
2020-04-13 06:36:29+02:00,6.32
2020-04-13 06:39:29+02:00,5.72
2020-04-13 06:42:29+02:00,5.92
2020-04-13 06:45:29+02:00,6.12
2020-04-13 06:48:30+02:00,5.52
2020-04-13 06:51:30+02:00,5.12
2020-04-13 06:54:30+02:00,6.92
2020-04-13 06:57:30+02:00,7.12
2020-04-13 07:00:30+02:00,6.92
2020-04-13 07:03:31+02:00,4.32
2020-04-13 07:06:31+02:00,3.92
2020-04-13 07:09:31+02:00,5.52
2020-04-13 07:12:31+02:00,5.32
