Date and Time,input_3
2020-04-10 14:00:17+02:00,13.065
2020-04-10 14:00:47+02:00,12.79
2020-04-10 14:01:17+02:00,13.319
2020-04-10 14:01:47+02:00,13.012
2020-04-10 14:02:17+02:00,12.146
2020-04-10 14:02:47+02:00,15.252
2020-04-10 14:03:17+02:00,15.63
2020-04-10 14:03:47+02:00,14.708
2020-04-10 14:04:17+02:00,15.665
2020-04-10 14:04:47+02:00,15.952
2020-04-10 14:05:17+02:00,15.962
2020-04-10 14:05:47+02:00,15.785
2020-04-10 14:06:17+02:00,12.738
2020-04-10 14:06:47+02:00,13.239
2020-04-10 14:07:17+02:00,12.039
2020-04-10 14:07:47+02:00,15.754
2020-04-10 14:08:18+02:00,15.002
2020-04-10 14:08:48+02:00,15.706
2020-04-10 14:09:18+02:00,12.15
2020-04-10 14:09:48+02:00,12.198
2020-04-10 14:10:18+02:00,13.211
2020-04-10 14:10:48+02:00,13.572
2020-04-10 14:11:18+02:00,12.777
2020-04-10 14:11:48+02:00,15.713
2020-04-10 14:12:18+02:00,12.867
2020-04-10 14:12:48+02:00,12.851
2020-04-10 14:13:18+02:00,13.607
2020-04-10 14:13:48+02:00,13.484
2020-04-10 14:14:18+02:00,12.893
2020-04-10 14:14:48+02:00,14.168
2020-04-10 14:15:18+02:00,15.259
2020-04-10 14:15:48+02:00,12.794
2020-04-10 14:16:18+02:00,15.869
2020-04-10 14:16:48+02:00,15.514
2020-04-10 14:17:18+02:00,13.102
2020-04-10 14:17:49+02:00,12.85
2020-04-10 14:18:19+02:00,14.956
2020-04-10 14:18:49+02:00,13.195
2020-04-10 14:19:19+02:00,13.046
2020-04-10 14:19:49+02:00,12.048
2020-04-10 14:20:19+02:00,13.535
2020-04-10 14:20:49+02:00,12.287
2020-04-10 14:21:19+02:00,15.204
2020-04-10 14:21:49+02:00,12.49
2020-04-10 14:22:19+02:00,12.651
2020-04-10 14:22:50+02:00,15.154
2020-04-10 14:23:20+02:00,13.097
2020-04-10 14:23:50+02:00,13.04
2020-04-10 14:24:20+02:00,14.325
2020-04-10 14:24:50+02:00,12.595
2020-04-10 14:25:20+02:00,14.487
2020-04-10 14:25:50+02:00,12.938
2020-04-10 14:26:20+02:00,12.178
2020-04-10 14:26:50+02:00,13.272
2020-04-10 14:27:20+02:00,14.997
2020-04-10 14:27:50+02:00,13.39
2020-04-10 14:28:20+02:00,12.628
2020-04-10 14:28:50+02:00,15.269
2020-04-10 14:29:20+02:00,13.273
2020-04-10 14:29:50+02:00,13.882
2020-04-10 14:30:20+02:00,12.559
2020-04-10 14:30:50+02:00,14.133
2020-04-10 14:31:20+02:00,12.287
2020-04-10 14:31:50+02:00,15.939
2020-04-10 14:32:20+02:00,13.857
2020-04-10 14:32:50+02:00,14.173
2020-04-10 14:33:20+02:00,12.25
2020-04-10 14:33:50+02:00,14.867
2020-04-10 14:34:20+02:00,12.053
2020-04-10 14:34:50+02:00,14.374
2020-04-10 14:35:20+02:00,15.142
2020-04-10 14:35:50+02:00,14.815
2020-04-10 14:36:20+02:00,14.887
2020-04-10 14:36:50+02:00,13.883
2020-04-10 14:37:20+02:00,14.346
2020-04-10 14:37:51+02:00,13.224
2020-04-10 14:38:21+02:00,13.029
2020-04-10 14:38:51+02:00,13.249
2020-04-10 14:39:21+02:00,13.022
2020-04-10 14:39:51+02:00,15.559
2020-04-10 14:40:21+02:00,15.616
2020-04-10 14:40:51+02:00,12.773
2020-04-10 14:41:21+02:00,15.765
2020-04-10 14:41:51+02:00,13.944
2020-04-10 14:42:21+02:00,15.274
2020-04-10 14:42:51+02:00,12.436
