Date and Time,input_4,input_2,input_1
2020-04-09 14:00:29+02:00,17.878,8.633,8.412
2020-04-09 14:00:59+02:00,19.354,11.211,7.812
2020-04-09 14:01:29+02:00,17.174,11.079,7.212
2020-04-09 14:01:59+02:00,19.114,10.049,7.412
2020-04-09 14:02:30+02:00,17.705,10.812,7.212
2020-04-09 14:03:00+02:00,17.759,10.869,8.012
2020-04-09 14:03:30+02:00,19.847,10.458,8.412
2020-04-09 14:04:00+02:00,18.123,8.89,8.412
2020-04-09 14:04:30+02:00,18.614,10.528,8.812
2020-04-09 14:05:00+02:00,16.66,10.282,8.212
2020-04-09 14:05:30+02:00,19.955,11.589,8.612
2020-04-09 14:06:00+02:00,17.759,8.669,9.012
2020-04-09 14:06:30+02:00,17.599,10.651,9.412
2020-04-09 14:07:00+02:00,18.198,10.352,9.412
2020-04-09 14:07:30+02:00,18.748,10.01,8.612
2020-04-09 14:08:00+02:00,17.498,10.555,8.212
2020-04-09 14:08:30+02:00,18.94,11.408,6.412
2020-04-09 14:09:00+02:00,19.727,9.449,6.212
2020-04-09 14:09:30+02:00,19.177,10.448,5.612
2020-04-09 14:10:00+02:00,17.81,11.886,5.012
2020-04-09 14:10:30+02:00,19.436,10.547,4.612
2020-04-09 14:11:00+02:00,18.182,11.997,5.012
2020-04-09 14:11:30+02:00,18.788,9.836,5.212
2020-04-09 14:12:00+02:00,16.19,11.674,5.012
2020-04-09 14:12:30+02:00,17.539,8.877,4.812
2020-04-09 14:13:00+02:00,19.2,10.489,5.812
2020-04-09 14:13:30+02:00,19.942,9.691,5.412
2020-04-09 14:14:00+02:00,18.622,9.762,5.812
2020-04-09 14:14:30+02:00,17.55,11.589,6.212
2020-04-09 14:15:00+02:00,18.653,8.891,6.412
2020-04-09 14:15:30+02:00,19.356,11.338,7.212
2020-04-09 14:16:01+02:00,16.407,11.743,7.512
2020-04-09 14:16:31+02:00,18.621,9.785,7.912
2020-04-09 14:17:02+02:00,17.5,9.015,6.912
2020-04-09 14:17:32+02:00,19.296,9.59,7.112
2020-04-09 14:18:02+02:00,19.837,9.288,6.312
2020-04-09 14:18:32+02:00,18.658,8.281,6.512
2020-04-09 14:19:02+02:00,18.609,11.236,6.712
2020-04-09 14:19:32+02:00,18.186,10.827,4.912
2020-04-09 14:20:02+02:00,18.277,9.128,6.512
2020-04-09 14:20:32+02:00,18.331,11.529,7.112
2020-04-09 14:21:02+02:00,18.672,9.131,7.512
2020-04-09 14:21:32+02:00,18.9,10.847,7.112
2020-04-09 14:22:02+02:00,17.759,8.2,6.512
2020-04-09 14:22:32+02:00,19.923,9.461,5.912
2020-04-09 14:23:02+02:00,19.39,11.171,6.112
2020-04-09 14:23:32+02:00,19.79,9.235,6.512
2020-04-09 14:24:02+02:00,19.271,9.101,6.312
2020-04-09 14:24:32+02:00,18.295,11.184,6.112
2020-04-09 14:25:02+02:00,17.42,10.759,6.112
2020-04-09 14:25:32+02:00,17.473,11.173,6.512
2020-04-09 14:26:02+02:00,19.399,11.27,6.712
2020-04-09 14:26:32+02:00,19.949,9.874,7.112
2020-04-09 14:27:02+02:00,16.185,9.547,7.512
2020-04-09 14:27:32+02:00,19.802,9.615,7.912
2020-04-09 14:28:03+02:00,18.386,9.69,7.212
2020-04-09 14:28:33+02:00,19.805,10.764,7.412
2020-04-09 14:29:03+02:00,16.93,9.776,8.212
2020-04-09 14:29:33+02:00,16.26,10.286,7.812
2020-04-09 14:30:03+02:00,18.916,10.844,7.612
2020-04-09 14:30:33+02:00,18.127,9.393,8.212
2020-04-09 14:31:03+02:00,16.411,8.487,7.812
2020-04-09 14:31:34+02:00,16.865,8.835,7.412
2020-04-09 14:32:04+02:00,18.526,11.438,7.412
2020-04-09 14:32:34+02:00,18.706,9.469,8.012
2020-04-09 14:33:04+02:00,19.731,9.465,8.612
2020-04-09 14:33:34+02:00,16.09,8.603,8.012
2020-04-09 14:34:04+02:00,17.825,9.372,7.812
2020-04-09 14:34:34+02:00,18.657,8.388,7.612
2020-04-09 14:35:04+02:00,18.85,8.364,7.412
2020-04-09 14:35:34+02:00,17.065,9.711,8.012
2020-04-09 14:36:04+02:00,17.882,10.606,7.612
2020-04-09 14:36:34+02:00,16.205,11.665,8.412
2020-04-09 14:37:04+02:00,17.605,8.707,9.212
2020-04-09 14:37:34+02:00,17.897,10.204,8.812
2020-04-09 14:38:04+02:00,18.404,11.584,8.812
2020-04-09 14:38:34+02:00,17.532,10.731,9.612
2020-04-09 14:39:04+02:00,17.996,9.494,9.612
2020-04-09 14:39:34+02:00,16.397,9.828,10.012
2020-04-09 14:40:04+02:00,16.238,10.565,10.412
2020-04-09 14:40:34+02:00,17.659,10.345,10.012
2020-04-09 14:41:04+02:00,16.875,11.465,10.012
2020-04-09 14:41:34+02:00,17.431,10.448,10.412
2020-04-09 14:42:04+02:00,18.235,8.983,10.012
2020-04-09 14:42:34+02:00,17.762,9.304,9.212
2020-04-09 14:43:04+02:00,17.285,11.25,9.012
2020-04-09 14:43:34+02:00,18.962,8.162,8.412
2020-04-09 14:44:04+02:00,19.545,8.62,8.212
2020-04-09 14:44:34+02:00,17.359,9.658,8.212
2020-04-09 14:45:04+02:00,16.646,9.185,7.212
2020-04-09 14:45:34+02:00,17.648,10.464,7.012
2020-04-09 14:46:04+02:00,17.201,8.498,6.812
2020-04-09 14:46:35+02:00,18.254,9.465,6.812
2020-04-09 14:47:05+02:00,18.748,9.382,6.212
2020-04-09 14:47:35+02:00,17.746,9.926,7.212
2020-04-09 14:48:05+02:00,18.116,10.28,5.412
2020-04-09 14:48:35+02:00,17.071,8.229,4.612
2020-04-09 14:49:05+02:00,19.752,9.624,5.012
2020-04-09 14:49:35+02:00,18.016,9.988,5.212
2020-04-09 14:50:05+02:00,19.469,9.414,5.812
2020-04-09 14:50:35+02:00,19.198,8.8,5.412
2020-04-09 14:51:05+02:00,19.076,9.602,5.612
2020-04-09 14:51:35+02:00,16.3,9.067,5.612
2020-04-09 14:52:05+02:00,18.969,10.152,6.212
2020-04-09 14:52:35+02:00,19.55,9.817,7.412
2020-04-09 14:53:06+02:00,16.596,10.614,7.912
2020-04-09 14:53:36+02:00,16.644,11.607,7.512
2020-04-09 14:54:06+02:00,18.89,11.989,6.712
2020-04-09 14:54:36+02:00,17.084,11.988,6.712
2020-04-09 14:55:06+02:00,17.228,11.233,6.712
2020-04-09 14:55:36+02:00,18.988,10.495,6.712
2020-04-09 14:56:06+02:00,19.898,10.66,7.112
2020-04-09 14:56:36+02:00,16.995,10.637,6.912
2020-04-09 14:57:06+02:00,19.438,11.065,6.712
2020-04-09 14:57:36+02:00,19.978,10.322,6.712
2020-04-09 14:58:06+02:00,18.46,10.679,6.312
2020-04-09 14:58:36+02:00,18.68,8.376,6.912
2020-04-09 14:59:06+02:00,16.726,8.316,6.512
2020-04-09 14:59:36+02:00,18.806,10.731,5.912
2020-04-09 15:00:06+02:00,16.206,8.514,6.712
2020-04-09 15:00:36+02:00,18.989,10.77,5.912
2020-04-09 15:01:07+02:00,18.468,11.684,6.312
2020-04-09 15:01:37+02:00,19.247,9.982,7.312
2020-04-09 15:02:07+02:00,18.538,9.573,6.512
2020-04-09 15:02:37+02:00,16.631,11.199,6.112
2020-04-09 15:03:07+02:00,19.606,11.705,5.512
2020-04-09 15:03:37+02:00,17.901,8.16,5.112
2020-04-09 15:04:07+02:00,17.774,10.831,5.712
2020-04-09 15:04:37+02:00,16.86,11.844,6.312
2020-04-09 15:05:07+02:00,18.176,9.554,5.912
2020-04-09 15:05:37+02:00,17.103,10.655,5.312
2020-04-09 15:06:07+02:00,16.777,10.46,5.312
2020-04-09 15:06:37+02:00,19.683,10.107,5.712
2020-04-09 15:07:07+02:00,17.256,8.447,5.512
2020-04-09 15:07:37+02:00,16.507,10.449,5.312
2020-04-09 15:08:07+02:00,17.331,10.458,5.312
2020-04-09 15:08:37+02:00,16.02,8.466,5.912
2020-04-09 15:09:07+02:00,16.53,11.001,6.112
2020-04-09 15:09:37+02:00,18.225,11.248,5.712
2020-04-09 15:10:07+02:00,17.552,8.039,5.712
2020-04-09 15:10:37+02:00,16.039,11.792,5.312
2020-04-09 15:11:07+02:00,18.949,9.477,4.912
2020-04-09 15:11:37+02:00,17.128,8.768,5.512
2020-04-09 15:12:07+02:00,17.443,11.242,6.112
2020-04-09 15:12:37+02:00,17.97,10.792,6.712
2020-04-09 15:13:07+02:00,16.74,10.325,6.712
2020-04-09 15:13:37+02:00,18.739,11.694,6.112
2020-04-09 15:14:07+02:00,16.488,9.491,6.312
2020-04-09 15:14:37+02:00,19.397,9.867,6.112
2020-04-09 15:15:07+02:00,16.372,10.637,6.312
2020-04-09 15:15:38+02:00,19.089,11.571,5.912
2020-04-09 15:16:08+02:00,18.902,11.659,5.712
2020-04-09 15:16:38+02:00,19.486,11.59,5.712
2020-04-09 15:17:08+02:00,18.97,8.234,6.112
2020-04-09 15:17:38+02:00,18.712,10.767,6.312
2020-04-09 15:18:08+02:00,16.078,11.525,5.312
2020-04-09 15:18:38+02:00,18.715,9.542,5.712
2020-04-09 15:19:08+02:00,18.579,10.067,6.112
2020-04-09 15:19:38+02:00,19.102,11.011,5.312
2020-04-09 15:20:08+02:00,18.828,9.462,5.512
2020-04-09 15:20:38+02:00,16.026,10.319,4.512
2020-04-09 15:21:08+02:00,16.706,11.916,4.112
2020-04-09 15:21:38+02:00,18.702,9.928,4.112
2020-04-09 15:22:08+02:00,18.619,10.044,4.112
2020-04-09 15:22:38+02:00,19.841,8.154,4.512
2020-04-09 15:23:08+02:00,16.809,10.546,4.312
2020-04-09 15:23:38+02:00,17.355,9.037,4.312
2020-04-09 15:24:08+02:00,19.092,8.557,4.112
2020-04-09 15:24:38+02:00,16.14,8.9,4.912
2020-04-09 15:25:08+02:00,17.731,9.213,4.912
2020-04-09 15:25:38+02:00,16.603,10.153,5.112
2020-04-09 15:26:08+02:00,17.745,9.238,5.712
2020-04-09 15:26:38+02:00,19.225,11.239,5.712
2020-04-09 15:27:08+02:00,17.08,9.264,5.312
2020-04-09 15:27:38+02:00,17.502,9.318,4.712
2020-04-09 15:28:08+02:00,19.28,8.195,4.912
2020-04-09 15:28:38+02:00,17.277,8.711,5.512
2020-04-09 15:29:08+02:00,19.526,11.758,5.712
2020-04-09 15:29:38+02:00,16.388,8.609,5.312
2020-04-09 15:30:08+02:00,18.838,10.953,4.112
2020-04-09 15:30:39+02:00,18.416,8.693,4.312
2020-04-09 15:31:09+02:00,19.193,9.121,4.912
2020-04-09 15:31:39+02:00,18.134,8.64,5.112
2020-04-09 15:32:09+02:00,16.818,11.089,5.312
2020-04-09 15:32:39+02:00,19.403,11.141,5.512
2020-04-09 15:33:09+02:00,16.355,11.48,5.112
2020-04-09 15:33:39+02:00,17.79,8.873,4.112
2020-04-09 15:34:09+02:00,17.544,9.427,4.112
2020-04-09 15:34:39+02:00,19.817,10.144,4.112
2020-04-09 15:35:09+02:00,18.262,10.364,4.112
2020-04-09 15:35:39+02:00,18.58,11.108,4.112
2020-04-09 15:36:09+02:00,16.914,8.303,4.312
2020-04-09 15:36:39+02:00,17.569,9.66,4.112
2020-04-09 15:37:09+02:00,18.865,8.884,4.312
2020-04-09 15:37:39+02:00,16.811,10.626,4.512
2020-04-09 15:38:09+02:00,17.63,8.991,4.312
2020-04-09 15:38:39+02:00,18.773,9.194,5.112
2020-04-09 15:39:09+02:00,17.556,10.995,3.912
2020-04-09 15:39:39+02:00,19.402,10.63,5.312
2020-04-09 15:40:09+02:00,19.929,11.616,5.312
2020-04-09 15:40:39+02:00,18.616,9.168,5.912
2020-04-09 15:41:09+02:00,18.795,10.983,5.912
2020-04-09 15:41:39+02:00,20.0,9.736,6.112
2020-04-09 15:42:09+02:00,16.158,9.255,6.912
2020-04-09 15:42:39+02:00,17.982,10.745,6.912
2020-04-09 15:43:09+02:00,18.126,11.526,6.912
2020-04-09 15:43:39+02:00,19.342,10.022,6.512
2020-04-09 15:44:09+02:00,19.544,11.637,6.712
2020-04-09 15:44:39+02:00,17.914,9.071,6.112
2020-04-09 15:45:10+02:00,17.923,9.998,6.112
2020-04-09 15:45:40+02:00,19.362,10.695,5.512
2020-04-09 15:46:10+02:00,19.149,11.872,5.912
2020-04-09 15:46:40+02:00,17.831,10.179,5.512
2020-04-09 15:47:10+02:00,16.874,10.616,5.312
2020-04-09 15:47:40+02:00,18.264,9.86,4.712
2020-04-09 15:48:10+02:00,16.636,11.612,5.512
2020-04-09 15:48:40+02:00,16.445,9.872,5.312
2020-04-09 15:49:10+02:00,19.079,9.098,4.712
2020-04-09 15:49:40+02:00,19.633,10.931,3.912
2020-04-09 15:50:10+02:00,18.696,10.341,4.112
2020-04-09 15:50:40+02:00,17.118,10.604,4.712
2020-04-09 15:51:10+02:00,18.053,11.657,5.712
2020-04-09 15:51:40+02:00,16.368,8.799,5.912
2020-04-09 15:52:10+02:00,19.986,8.782,5.912
2020-04-09 15:52:40+02:00,19.489,8.943,6.712
2020-04-09 15:53:10+02:00,16.19,8.13,5.312
2020-04-09 15:53:40+02:00,19.452,10.347,5.712
2020-04-09 15:54:10+02:00,19.042,8.497,6.312
2020-04-09 15:54:40+02:00,16.699,8.711,6.112
