Date and Time,input_4,input_3,input_1
2020-03-27 13:00:20+01:00,19.642,14.569,12.422
2020-03-27 13:00:50+01:00,19.931,15.127,11.622
2020-03-27 13:01:20+01:00,19.054,13.367,11.622
2020-03-27 13:01:50+01:00,19.768,12.533,11.022
2020-03-27 13:02:20+01:00,16.97,14.371,10.822
2020-03-27 13:02:50+01:00,16.673,15.562,11.222
2020-03-27 13:03:20+01:00,19.259,15.403,11.222
2020-03-27 13:03:50+01:00,16.19,12.076,12.022
2020-03-27 13:04:20+01:00,16.354,14.56,12.422
2020-03-27 13:04:50+01:00,18.016,13.763,12.622
2020-03-27 13:05:20+01:00,17.925,13.982,12.022
2020-03-27 13:05:50+01:00,17.274,13.125,12.822
2020-03-27 13:06:20+01:00,18.898,15.281,13.222
2020-03-27 13:06:50+01:00,19.57,13.485,13.822
2020-03-27 13:07:21+01:00,16.629,12.101,14.422
2020-03-27 13:07:51+01:00,18.561,12.773,14.822
2020-03-27 13:08:21+01:00,17.406,14.429,14.622
2020-03-27 13:08:51+01:00,18.853,14.669,14.422
2020-03-27 13:09:21+01:00,18.435,15.627,15.222
2020-03-27 13:09:51+01:00,17.53,14.033,14.622
2020-03-27 13:10:21+01:00,16.484,14.84,14.022
2020-03-27 13:10:51+01:00,19.385,12.782,14.422
2020-03-27 13:11:21+01:00,18.019,14.34,14.822
2020-03-27 13:11:51+01:00,18.259,14.309,14.422
2020-03-27 13:12:21+01:00,17.999,13.367,14.622
2020-03-27 13:12:51+01:00,16.626,14.078,14.022
2020-03-27 13:13:21+01:00,17.359,15.614,13.822
2020-03-27 13:13:51+01:00,16.101,15.086,13.222
2020-03-27 13:14:21+01:00,17.076,15.945,12.822
2020-03-27 13:14:51+01:00,19.257,14.44,13.222
2020-03-27 13:15:21+01:00,17.487,15.848,12.422
2020-03-27 13:15:51+01:00,17.186,14.938,11.822
2020-03-27 13:16:21+01:00,18.053,12.476,12.622
2020-03-27 13:16:51+01:00,16.657,12.195,13.422
2020-03-27 13:17:21+01:00,16.814,13.086,12.222
2020-03-27 13:17:51+01:00,18.436,14.981,12.822
2020-03-27 13:18:21+01:00,17.872,13.588,12.422
2020-03-27 13:18:51+01:00,19.385,12.661,10.822
2020-03-27 13:19:21+01:00,18.665,15.433,10.822
2020-03-27 13:19:51+01:00,18.151,15.096,10.422
2020-03-27 13:20:21+01:00,18.072,12.964,10.422
2020-03-27 13:20:51+01:00,17.543,14.56,10.022
2020-03-27 13:21:21+01:00,17.404,14.63,10.022
2020-03-27 13:21:52+01:00,17.096,15.751,11.022
2020-03-27 13:22:22+01:00,19.815,12.478,10.822
2020-03-27 13:22:52+01:00,18.37,13.799,11.622
2020-03-27 13:23:22+01:00,19.636,13.885,12.622
2020-03-27 13:23:52+01:00,16.033,12.099,12.822
2020-03-27 13:24:22+01:00,18.715,14.601,12.822
2020-03-27 13:24:52+01:00,19.86,12.726,13.022
2020-03-27 13:25:22+01:00,19.249,14.273,12.422
2020-03-27 13:25:52+01:00,17.276,14.061,12.822
2020-03-27 13:26:22+01:00,16.199,12.854,12.222
2020-03-27 13:26:52+01:00,18.428,13.461,11.422
2020-03-27 13:27:22+01:00,17.208,13.418,11.022
2020-03-27 13:27:52+01:00,18.04,13.41,11.022
2020-03-27 13:28:22+01:00,16.524,12.804,10.822
2020-03-27 13:28:52+01:00,16.043,15.864,11.422
2020-03-27 13:29:22+01:00,16.56,12.157,11.622
2020-03-27 13:29:52+01:00,16.637,15.336,11.622
2020-03-27 13:30:22+01:00,16.057,13.812,11.422
2020-03-27 13:30:52+01:00,18.739,13.065,11.622
2020-03-27 13:31:22+01:00,18.13,14.753,12.622
2020-03-27 13:31:52+01:00,16.716,12.851,13.222
2020-03-27 13:32:22+01:00,18.779,15.511,13.222
2020-03-27 13:32:52+01:00,16.725,13.711,13.422
2020-03-27 13:33:22+01:00,16.625,15.971,13.422
2020-03-27 13:33:52+01:00,18.002,15.407,12.422
2020-03-27 13:34:22+01:00,17.065,14.962,12.222
2020-03-27 13:34:52+01:00,17.482,12.153,11.622
2020-03-27 13:35:22+01:00,16.096,13.013,12.022
2020-03-27 13:35:52+01:00,19.253,12.376,11.422
2020-03-27 13:36:22+01:00,19.625,12.254,11.022
2020-03-27 13:36:53+01:00,17.295,15.301,10.622
2020-03-27 13:37:23+01:00,18.083,13.093,11.022
2020-03-27 13:37:53+01:00,19.753,13.316,11.622
2020-03-27 13:38:23+01:00,17.661,15.924,11.222
2020-03-27 13:38:53+01:00,18.227,14.204,10.422
2020-03-27 13:39:23+01:00,18.089,14.072,10.622
2020-03-27 13:39:53+01:00,18.496,14.941,10.422
2020-03-27 13:40:23+01:00,16.281,14.488,11.022
2020-03-27 13:40:53+01:00,16.618,13.703,11.222
2020-03-27 13:41:23+01:00,18.765,13.919,11.422
2020-03-27 13:41:53+01:00,16.448,12.044,11.022
2020-03-27 13:42:23+01:00,16.826,15.657,11.422
2020-03-27 13:42:53+01:00,17.899,15.957,11.222
2020-03-27 13:43:23+01:00,16.422,15.904,11.622
2020-03-27 13:43:53+01:00,19.864,15.876,11.822
2020-03-27 13:44:23+01:00,16.4,15.773,12.022
2020-03-27 13:44:53+01:00,19.927,14.399,12.822
2020-03-27 13:45:23+01:00,16.539,14.109,13.222
2020-03-27 13:45:53+01:00,18.236,12.904,13.022
2020-03-27 13:46:23+01:00,17.771,12.898,13.022
2020-03-27 13:46:53+01:00,16.239,12.342,12.622
2020-03-27 13:47:23+01:00,19.365,13.292,13.022
2020-03-27 13:47:53+01:00,16.327,13.692,13.822
2020-03-27 13:48:23+01:00,16.92,12.88,13.422
2020-03-27 13:48:53+01:00,18.364,13.43,11.822
2020-03-27 13:49:23+01:00,17.531,12.432,12.022
2020-03-27 13:49:53+01:00,17.582,13.241,11.422
2020-03-27 13:50:23+01:00,19.751,12.257,11.822
2020-03-27 13:50:53+01:00,18.628,14.559,11.222
2020-03-27 13:51:24+01:00,18.916,15.885,11.822
2020-03-27 13:51:54+01:00,16.875,15.32,11.622
2020-03-27 13:52:24+01:00,16.43,15.133,11.222
2020-03-27 13:52:54+01:00,19.997,12.452,11.822
2020-03-27 13:53:24+01:00,17.936,12.825,11.822
2020-03-27 13:53:54+01:00,16.643,13.15,12.422
2020-03-27 13:54:24+01:00,19.602,13.237,12.022
2020-03-27 13:54:54+01:00,19.56,13.963,12.622
2020-03-27 13:55:24+01:00,16.986,13.983,11.422
2020-03-27 13:55:54+01:00,17.108,15.87,11.822
2020-03-27 13:56:24+01:00,18.064,13.788,11.822
2020-03-27 13:56:54+01:00,18.295,14.38,12.222
2020-03-27 13:57:24+01:00,18.704,14.292,12.822
2020-03-27 13:57:54+01:00,18.194,13.615,13.622
2020-03-27 13:58:24+01:00,16.718,12.913,12.822
2020-03-27 13:58:54+01:00,16.865,13.911,11.622
2020-03-27 13:59:24+01:00,19.181,14.203,10.622
2020-03-27 13:59:54+01:00,17.284,12.322,10.822
2020-03-27 14:00:24+01:00,18.252,14.216,11.222
2020-03-27 14:00:54+01:00,19.697,15.372,11.222
2020-03-27 14:01:24+01:00,17.831,13.343,11.622
2020-03-27 14:01:54+01:00,19.27,12.948,11.222
2020-03-27 14:02:24+01:00,17.065,14.37,10.822
2020-03-27 14:02:54+01:00,17.625,12.89,10.222
2020-03-27 14:03:24+01:00,17.468,13.348,9.622
2020-03-27 14:03:54+01:00,16.263,12.342,9.422
2020-03-27 14:04:24+01:00,18.188,13.526,8.222
2020-03-27 14:04:54+01:00,17.868,12.122,8.022
2020-03-27 14:05:24+01:00,16.056,14.23,8.422
2020-03-27 14:05:55+01:00,19.854,12.111,8.822
2020-03-27 14:06:25+01:00,16.576,15.897,8.422
2020-03-27 14:06:55+01:00,16.852,12.876,9.222
2020-03-27 14:07:25+01:00,19.503,12.916,9.422
2020-03-27 14:07:55+01:00,18.862,12.077,8.622
2020-03-27 14:08:25+01:00,17.974,13.566,8.622
2020-03-27 14:08:55+01:00,19.831,13.097,8.622
2020-03-27 14:09:25+01:00,18.39,15.756,8.622
2020-03-27 14:09:55+01:00,17.716,14.831,8.022
2020-03-27 14:10:25+01:00,16.151,13.906,7.422
2020-03-27 14:10:55+01:00,19.186,13.306,7.422
2020-03-27 14:11:25+01:00,18.785,12.369,6.622
