Date and Time,input_8,in_8_calculated
2020-04-12 22:50:34+02:00,5.425,20.0
2020-04-12 22:51:04+02:00,5.494,20.0
2020-04-12 22:51:34+02:00,8.488,20.0
2020-04-12 22:52:04+02:00,7.405,20.0
2020-04-12 22:52:34+02:00,8.126,20.0
2020-04-12 22:53:04+02:00,8.111,20.0
2020-04-12 22:53:34+02:00,8.591,20.0
2020-04-12 22:54:04+02:00,6.888,20.0
2020-04-12 22:54:34+02:00,6.963,20.0
2020-04-12 22:55:04+02:00,8.665,20.0
2020-04-12 22:55:34+02:00,7.425,20.0
2020-04-12 22:56:04+02:00,7.355,20.0
2020-04-12 22:56:34+02:00,8.905,20.0
2020-04-12 22:57:04+02:00,8.687,20.0
2020-04-12 22:57:34+02:00,8.941,20.0
2020-04-12 22:58:04+02:00,7.834,20.0
2020-04-12 22:58:34+02:00,5.23,20.0
2020-04-12 22:59:04+02:00,8.669,20.0
2020-04-12 22:59:34+02:00,8.15,20.0
2020-04-12 23:00:04+02:00,8.507,20.0
2020-04-12 23:00:34+02:00,8.695,20.0
2020-04-12 23:01:04+02:00,7.553,20.0
2020-04-12 23:01:34+02:00,5.726,20.0
2020-04-12 23:02:04+02:00,7.757,20.0
2020-04-12 23:02:34+02:00,5.914,20.0
2020-04-12 23:03:04+02:00,7.699,20.0
2020-04-12 23:03:34+02:00,5.214,20.0
2020-04-12 23:04:04+02:00,7.279,20.0
2020-04-12 23:04:35+02:00,5.63,20.0
2020-04-12 23:05:05+02:00,5.352,20.0
2020-04-12 23:05:35+02:00,6.883,20.0
2020-04-12 23:06:05+02:00,6.542,20.0
2020-04-12 23:06:35+02:00,8.564,20.0
2020-04-12 23:07:05+02:00,7.481,20.0
2020-04-12 23:07:35+02:00,6.139,20.0
2020-04-12 23:08:05+02:00,6.184,20.0
2020-04-12 23:08:35+02:00,6.932,20.0
2020-04-12 23:09:05+02:00,5.977,20.0
2020-04-12 23:09:35+02:00,7.024,20.0
2020-04-12 23:10:05+02:00,8.169,20.0
2020-04-12 23:10:35+02:00,7.132,20.0
2020-04-12 23:11:05+02:00,5.295,20.0
2020-04-12 23:11:35+02:00,8.581,20.0
2020-04-12 23:12:05+02:00,7.621,20.0
2020-04-12 23:12:35+02:00,6.088,20.0
2020-04-12 23:13:05+02:00,7.93,20.0
2020-04-12 23:13:35+02:00,5.573,20.0
2020-04-12 23:14:05+02:00,8.679,20.0
2020-04-12 23:14:35+02:00,7.796,20.0
2020-04-12 23:15:05+02:00,8.258,20.0
2020-04-12 23:15:35+02:00,8.027,20.0
2020-04-12 23:16:05+02:00,6.947,20.0
2020-04-12 23:16:35+02:00,8.497,20.0
2020-04-12 23:17:05+02:00,8.763,20.0
2020-04-12 23:17:35+02:00,5.449,20.0
2020-04-12 23:18:05+02:00,5.708,20.0
2020-04-12 23:18:35+02:00,6.022,20.0
2020-04-12 23:19:06+02:00,6.191,20.0
2020-04-12 23:19:36+02:00,8.631,20.0
2020-04-12 23:20:06+02:00,7.286,20.0
2020-04-12 23:20:36+02:00,8.628,20.0
2020-04-12 23:21:06+02:00,6.3,20.0
2020-04-12 23:21:36+02:00,8.746,20.0
2020-04-12 23:22:06+02:00,6.186,20.0
2020-04-12 23:22:36+02:00,6.045,20.0
2020-04-12 23:23:06+02:00,5.641,20.0
2020-04-12 23:23:36+02:00,7.79,20.0
2020-04-12 23:24:06+02:00,7.509,20.0
2020-04-12 23:24:36+02:00,7.289,20.0
2020-04-12 23:25:06+02:00,6.868,20.0
2020-04-12 23:25:36+02:00,6.999,20.0
2020-04-12 23:26:06+02:00,7.004,20.0
2020-04-12 23:26:36+02:00,5.026,20.0
2020-04-12 23:27:06+02:00,7.688,20.0
2020-04-12 23:27:36+02:00,7.666,20.0
2020-04-12 23:28:06+02:00,7.87,20.0
2020-04-12 23:28:36+02:00,6.913,20.0
2020-04-12 23:29:06+02:00,7.862,20.0
2020-04-12 23:29:36+02:00,7.301,20.0
2020-04-12 23:30:06+02:00,7.07,20.0
2020-04-12 23:30:36+02:00,8.978,20.0
2020-04-12 23:31:06+02:00,7.192,20.0
2020-04-12 23:31:36+02:00,6.046,20.0
2020-04-12 23:32:06+02:00,5.851,20.0
2020-04-12 23:32:36+02:00,8.103,20.0
2020-04-12 23:33:06+02:00,5.258,20.0
2020-04-12 23:33:36+02:00,8.5,20.0
2020-04-12 23:34:07+02:00,7.945,20.0
2020-04-12 23:34:37+02:00,6.357,20.0
2020-04-12 23:35:07+02:00,8.373,20.0
2020-04-12 23:35:37+02:00,5.72,20.0
2020-04-12 23:36:07+02:00,7.515,20.0
2020-04-12 23:36:37+02:00,6.482,20.0
2020-04-12 23:37:07+02:00,6.191,20.0
2020-04-12 23:37:37+02:00,7.528,20.0
2020-04-12 23:38:07+02:00,6.916,20.0
2020-04-12 23:38:37+02:00,6.691,20.0
2020-04-12 23:39:07+02:00,8.928,20.0
2020-04-12 23:39:37+02:00,6.239,20.0
2020-04-12 23:40:07+02:00,8.268,20.0
2020-04-12 23:40:37+02:00,8.05,20.0
2020-04-12 23:41:07+02:00,5.04,20.0
2020-04-12 23:41:37+02:00,8.01,20.0
2020-04-12 23:42:07+02:00,7.291,20.0
2020-04-12 23:42:37+02:00,6.067,20.0
2020-04-12 23:43:07+02:00,5.464,20.0
2020-04-12 23:43:37+02:00,6.542,20.0
2020-04-12 23:44:07+02:00,5.311,20.0
2020-04-12 23:44:37+02:00,5.559,20.0
2020-04-12 23:45:07+02:00,8.892,20.0
2020-04-12 23:45:37+02:00,6.41,20.0
2020-04-12 23:46:07+02:00,5.015,20.0
2020-04-12 23:46:37+02:00,8.915,20.0
2020-04-12 23:47:07+02:00,6.312,20.0
2020-04-12 23:47:37+02:00,7.291,20.0
2020-04-12 23:48:07+02:00,5.947,20.0
2020-04-12 23:48:38+02:00,7.496,20.0
2020-04-12 23:49:08+02:00,5.482,20.0
2020-04-12 23:49:38+02:00,8.77,20.0
2020-04-12 23:50:09+02:00,5.587,20.0
2020-04-12 23:50:39+02:00,6.633,20.0
2020-04-12 23:51:09+02:00,6.516,20.0
2020-04-12 23:51:39+02:00,6.036,20.0
2020-04-12 23:52:09+02:00,5.289,20.0
2020-04-12 23:52:39+02:00,7.716,20.0
2020-04-12 23:53:09+02:00,6.381,20.0
2020-04-12 23:53:39+02:00,6.749,20.0
2020-04-12 23:54:09+02:00,5.586,20.0
2020-04-12 23:54:39+02:00,5.45,20.0
2020-04-12 23:55:09+02:00,8.078,20.0
2020-04-12 23:55:39+02:00,5.75,20.0
2020-04-12 23:56:09+02:00,7.184,20.0
2020-04-12 23:56:39+02:00,5.057,20.0
2020-04-12 23:57:09+02:00,7.011,20.0
2020-04-12 23:57:39+02:00,8.939,20.0
2020-04-12 23:58:09+02:00,7.55,20.0
2020-04-12 23:58:39+02:00,7.915,20.0
2020-04-12 23:59:09+02:00,7.985,20.0
2020-04-12 23:59:39+02:00,5.002,20.0
2020-04-13 00:00:09+02:00,8.224,20.0
2020-04-13 00:00:39+02:00,7.054,20.0
2020-04-13 00:01:09+02:00,6.018,20.0
2020-04-13 00:01:39+02:00,6.1,20.0
2020-04-13 00:02:09+02:00,6.587,20.0
2020-04-13 00:02:39+02:00,8.216,20.0
2020-04-13 00:03:09+02:00,7.419,20.0
2020-04-13 00:03:40+02:00,7.569,20.0
2020-04-13 00:04:10+02:00,5.039,20.0
2020-04-13 00:04:40+02:00,7.04,20.0
2020-04-13 00:05:10+02:00,7.742,20.0
2020-04-13 00:05:40+02:00,6.619,20.0
2020-04-13 00:06:10+02:00,7.047,20.0
2020-04-13 00:06:40+02:00,8.968,20.0
