Date and Time,input_1
2020-04-22 14:00:02+02:00,15.298
2020-04-22 14:00:32+02:00,15.098
2020-04-22 14:01:02+02:00,14.098
2020-04-22 14:01:32+02:00,14.298
2020-04-22 14:02:02+02:00,14.498
2020-04-22 14:02:32+02:00,14.898
2020-04-22 14:03:02+02:00,14.098
2020-04-22 14:03:32+02:00,13.698
2020-04-22 14:04:02+02:00,13.298
2020-04-22 14:04:32+02:00,13.898
2020-04-22 14:05:02+02:00,13.898
2020-04-22 14:05:32+02:00,14.298
2020-04-22 14:06:02+02:00,13.898
2020-04-22 14:06:32+02:00,14.698
2020-04-22 14:07:02+02:00,14.498
2020-04-22 14:07:35+02:00,14.798
2020-04-22 14:08:05+02:00,15.798
2020-04-22 14:08:35+02:00,16.198
2020-04-22 14:09:05+02:00,15.598
2020-04-22 14:09:35+02:00,15.198
2020-04-22 14:10:05+02:00,15.598
2020-04-22 14:10:36+02:00,15.598
2020-04-22 14:11:06+02:00,15.598
2020-04-22 14:11:36+02:00,14.598
2020-04-22 14:12:06+02:00,14.398
2020-04-22 14:12:36+02:00,13.398
2020-04-22 14:13:06+02:00,13.598
2020-04-22 14:13:36+02:00,14.398
2020-04-22 14:14:06+02:00,15.198
2020-04-22 14:14:36+02:00,15.198
2020-04-22 14:15:06+02:00,13.998
2020-04-22 14:15:36+02:00,13.998
2020-04-22 14:16:06+02:00,14.198
2020-04-22 14:16:36+02:00,14.598
2020-04-22 14:17:06+02:00,13.798
2020-04-22 14:17:36+02:00,13.598
2020-04-22 14:18:06+02:00,13.798
2020-04-22 14:18:36+02:00,13.998
2020-04-22 14:19:06+02:00,14.198
2020-04-22 14:19:36+02:00,14.398
2020-04-22 14:20:06+02:00,14.198
2020-04-22 14:20:36+02:00,14.798
2020-04-22 14:21:06+02:00,14.398
2020-04-22 14:21:36+02:00,14.998
2020-04-22 14:22:06+02:00,15.398
2020-04-22 14:22:36+02:00,15.798
2020-04-22 14:23:06+02:00,15.598
2020-04-22 14:23:36+02:00,14.598
2020-04-22 14:24:06+02:00,15.198
2020-04-22 14:24:36+02:00,15.198
2020-04-22 14:25:07+02:00,15.198
2020-04-22 14:25:37+02:00,15.398
2020-04-22 14:26:07+02:00,15.798
2020-04-22 14:26:37+02:00,15.998
2020-04-22 14:27:07+02:00,16.198
2020-04-22 14:27:37+02:00,14.998
2020-04-22 14:28:07+02:00,14.798
2020-04-22 14:28:37+02:00,15.598
2020-04-22 14:29:07+02:00,15.398
2020-04-22 14:29:37+02:00,15.798
2020-04-22 14:30:07+02:00,15.998
2020-04-22 14:30:37+02:00,16.598
2020-04-22 14:31:07+02:00,16.998
2020-04-22 14:31:37+02:00,16.598
2020-04-22 14:32:07+02:00,17.398
2020-04-22 14:32:37+02:00,18.398
2020-04-22 14:33:07+02:00,18.198
2020-04-22 14:33:37+02:00,18.598
2020-04-22 14:34:07+02:00,18.198
2020-04-22 14:34:37+02:00,17.798
2020-04-22 14:35:07+02:00,18.198
2020-04-22 14:35:37+02:00,18.198
2020-04-22 14:36:07+02:00,17.198
2020-04-22 14:36:37+02:00,18.598
2020-04-22 14:37:07+02:00,18.998
2020-04-22 14:37:37+02:00,18.398
2020-04-22 14:38:07+02:00,18.398
2020-04-22 14:38:37+02:00,18.798
2020-04-22 14:39:07+02:00,19.198
2020-04-22 14:39:38+02:00,18.998
2020-04-22 14:40:08+02:00,17.998
2020-04-22 14:40:38+02:00,17.598
2020-04-22 14:41:08+02:00,17.398
2020-04-22 14:41:38+02:00,17.798
2020-04-22 14:42:08+02:00,17.598
2020-04-22 14:42:38+02:00,18.598
2020-04-22 14:43:08+02:00,18.198
2020-04-22 14:43:38+02:00,18.998
2020-04-22 14:44:08+02:00,18.798
2020-04-22 14:44:38+02:00,19.198
2020-04-22 14:45:08+02:00,19.798
2020-04-22 14:45:38+02:00,19.998
2020-04-22 14:46:08+02:00,19.998
2020-04-22 14:46:38+02:00,19.398
2020-04-22 14:47:08+02:00,19.398
2020-04-22 14:47:38+02:00,18.998
2020-04-22 14:48:08+02:00,19.198
2020-04-22 14:48:38+02:00,19.198
2020-04-22 14:49:08+02:00,18.398
2020-04-22 14:49:38+02:00,18.598
2020-04-22 14:50:08+02:00,18.798
2020-04-22 14:50:38+02:00,18.798
2020-04-22 14:51:11+02:00,19.298
2020-04-22 14:51:41+02:00,18.498
2020-04-22 14:52:11+02:00,18.898
2020-04-22 14:52:41+02:00,18.898
2020-04-22 14:53:11+02:00,19.498
2020-04-22 14:53:41+02:00,19.098
2020-04-22 14:54:12+02:00,19.898
2020-04-22 14:54:42+02:00,19.898
2020-04-22 14:55:12+02:00,19.298
2020-04-22 14:55:42+02:00,18.498
2020-04-22 14:56:12+02:00,18.298
2020-04-22 14:56:42+02:00,18.898
2020-04-22 14:57:12+02:00,18.498
2020-04-22 14:57:42+02:00,18.698
2020-04-22 14:58:12+02:00,17.898
2020-04-22 14:58:44+02:00,18.098
2020-04-22 14:59:14+02:00,17.898
2020-04-22 14:59:44+02:00,17.098
2020-04-22 15:00:14+02:00,16.698
2020-04-22 15:00:44+02:00,17.498
2020-04-22 15:01:14+02:00,17.298
2020-04-22 15:01:44+02:00,17.298
2020-04-22 15:02:14+02:00,17.698
2020-04-22 15:02:44+02:00,17.498
2020-04-22 15:03:14+02:00,17.698
2020-04-22 15:03:44+02:00,18.298
2020-04-22 15:04:14+02:00,19.298
2020-04-22 15:04:44+02:00,19.098
2020-04-22 15:05:14+02:00,19.498
2020-04-22 15:05:44+02:00,19.098
2020-04-22 15:06:14+02:00,18.698
2020-04-22 15:06:44+02:00,19.498
2020-04-22 15:07:14+02:00,19.498
2020-04-22 15:07:44+02:00,19.698
2020-04-22 15:08:14+02:00,19.298
2020-04-22 15:08:45+02:00,19.898
2020-04-22 15:09:15+02:00,20.098
2020-04-22 15:09:45+02:00,19.098
2020-04-22 15:10:15+02:00,20.098
2020-04-22 15:10:45+02:00,20.098
2020-04-22 15:11:15+02:00,19.098
2020-04-22 15:11:45+02:00,19.098
2020-04-22 15:12:15+02:00,19.298
2020-04-22 15:12:45+02:00,18.898
2020-04-22 15:13:15+02:00,18.498
2020-04-22 15:13:45+02:00,18.898
2020-04-22 15:14:15+02:00,18.698
2020-04-22 15:14:45+02:00,19.898
2020-04-22 15:15:15+02:00,19.898
2020-04-22 15:15:45+02:00,19.898
2020-04-22 15:16:15+02:00,19.898
2020-04-22 15:16:45+02:00,19.498
2020-04-22 15:17:15+02:00,19.098
2020-04-22 15:17:45+02:00,19.498
2020-04-22 15:18:15+02:00,19.098
2020-04-22 15:18:45+02:00,17.898
2020-04-22 15:19:15+02:00,18.298
2020-04-22 15:19:45+02:00,18.298
2020-04-22 15:20:15+02:00,17.898
2020-04-22 15:20:45+02:00,17.498
2020-04-22 15:21:15+02:00,17.698
2020-04-22 15:21:45+02:00,17.898
2020-04-22 15:22:15+02:00,17.298
2020-04-22 15:22:45+02:00,17.498
2020-04-22 15:23:18+02:00,17.498
2020-04-22 15:23:48+02:00,17.498
2020-04-22 15:24:18+02:00,16.898
2020-04-22 15:24:48+02:00,16.898
2020-04-22 15:25:18+02:00,17.298
2020-04-22 15:25:48+02:00,17.098
2020-04-22 15:26:18+02:00,17.098
2020-04-22 15:26:48+02:00,17.898
2020-04-22 15:27:18+02:00,18.898
2020-04-22 15:27:48+02:00,18.498
2020-04-22 15:28:18+02:00,18.298
2020-04-22 15:28:48+02:00,18.698
2020-04-22 15:29:19+02:00,19.398
2020-04-22 15:29:49+02:00,19.998
2020-04-22 15:30:19+02:00,19.798
2020-04-22 15:30:49+02:00,19.798
2020-04-22 15:31:19+02:00,19.798
2020-04-22 15:31:49+02:00,18.998
2020-04-22 15:32:19+02:00,18.798
2020-04-22 15:32:49+02:00,18.598
2020-04-22 15:33:19+02:00,17.998
2020-04-22 15:33:49+02:00,18.598
