Date and Time,input_1
2020-04-23 14:00:24+02:00,9.798
2020-04-23 14:00:54+02:00,9.198
2020-04-23 14:01:24+02:00,8.998
2020-04-23 14:01:54+02:00,8.198
2020-04-23 14:02:24+02:00,7.398
2020-04-23 14:02:54+02:00,6.598
2020-04-23 14:03:24+02:00,5.998
2020-04-23 14:03:54+02:00,5.998
2020-04-23 14:04:24+02:00,6.198
2020-04-23 14:04:54+02:00,5.198
2020-04-23 14:05:24+02:00,5.398
2020-04-23 14:05:54+02:00,4.198
2020-04-23 14:06:24+02:00,3.998
2020-04-23 14:06:54+02:00,4.198
2020-04-23 14:07:24+02:00,4.598
2020-04-23 14:07:54+02:00,5.398
2020-04-23 14:08:24+02:00,5.598
2020-04-23 14:08:54+02:00,4.598
2020-04-23 14:09:24+02:00,4.398
2020-04-23 14:09:55+02:00,4.598
2020-04-23 14:10:25+02:00,4.398
2020-04-23 14:10:55+02:00,4.798
2020-04-23 14:11:25+02:00,4.598
2020-04-23 14:11:55+02:00,3.998
2020-04-23 14:12:25+02:00,4.398
2020-04-23 14:12:55+02:00,3.998
2020-04-23 14:13:25+02:00,4.798
2020-04-23 14:13:55+02:00,4.798
2020-04-23 14:14:25+02:00,4.598
2020-04-23 14:14:55+02:00,4.998
2020-04-23 14:15:25+02:00,5.798
2020-04-23 14:15:55+02:00,5.998
2020-04-23 14:16:26+02:00,5.298
2020-04-23 14:16:56+02:00,5.298
2020-04-23 14:17:26+02:00,5.298
2020-04-23 14:17:56+02:00,5.298
2020-04-23 14:18:26+02:00,5.298
2020-04-23 14:18:56+02:00,5.298
2020-04-23 14:19:26+02:00,5.098
2020-04-23 14:19:56+02:00,5.098
2020-04-23 14:20:26+02:00,4.698
2020-04-23 14:20:56+02:00,4.898
2020-04-23 14:21:26+02:00,4.898
2020-04-23 14:21:56+02:00,4.898
2020-04-23 14:22:26+02:00,4.698
2020-04-23 14:22:56+02:00,4.898
2020-04-23 14:23:26+02:00,5.298
2020-04-23 14:23:56+02:00,5.898
2020-04-23 14:24:27+02:00,4.898
2020-04-23 14:24:57+02:00,4.698
2020-04-23 14:25:27+02:00,4.298
2020-04-23 14:25:57+02:00,4.698
2020-04-23 14:26:27+02:00,4.298
2020-04-23 14:26:57+02:00,4.098
2020-04-23 14:27:27+02:00,4.698
2020-04-23 14:27:57+02:00,4.698
2020-04-23 14:28:27+02:00,4.698
2020-04-23 14:28:57+02:00,4.698
2020-04-23 14:29:27+02:00,4.298
2020-04-23 14:29:57+02:00,4.898
2020-04-23 14:30:30+02:00,5.598
2020-04-23 14:31:00+02:00,5.598
2020-04-23 14:31:30+02:00,5.198
2020-04-23 14:32:00+02:00,5.398
2020-04-23 14:32:30+02:00,5.398
2020-04-23 14:33:00+02:00,4.798
2020-04-23 14:33:30+02:00,4.998
2020-04-23 14:34:00+02:00,5.198
2020-04-23 14:34:30+02:00,4.598
2020-04-23 14:35:00+02:00,4.398
2020-04-23 14:35:30+02:00,3.998
2020-04-23 14:36:00+02:00,4.198
2020-04-23 14:36:30+02:00,4.598
2020-04-23 14:37:00+02:00,4.998
2020-04-23 14:37:30+02:00,4.398
2020-04-23 14:38:00+02:00,4.598
2020-04-23 14:38:30+02:00,4.598
2020-04-23 14:39:01+02:00,4.198
2020-04-23 14:39:31+02:00,3.998
2020-04-23 14:40:26+02:00,4.098
2020-04-23 14:40:58+02:00,4.698
2020-04-23 14:41:28+02:00,5.298
2020-04-23 14:41:58+02:00,5.298
2020-04-23 14:42:28+02:00,5.098
2020-04-23 14:42:58+02:00,5.498
2020-04-23 14:43:28+02:00,6.098
2020-04-23 14:43:58+02:00,5.898
2020-04-23 14:44:28+02:00,4.898
2020-04-23 14:44:58+02:00,4.498
2020-04-23 14:45:28+02:00,4.498
2020-04-23 14:45:58+02:00,5.098
2020-04-23 14:46:28+02:00,4.298
2020-04-23 14:46:58+02:00,4.298
2020-04-23 14:47:28+02:00,4.298
2020-04-23 14:47:58+02:00,4.298
2020-04-23 14:48:28+02:00,4.298
2020-04-23 14:48:59+02:00,3.998
2020-04-23 14:49:29+02:00,4.798
2020-04-23 14:49:59+02:00,4.998
2020-04-23 14:50:29+02:00,5.598
2020-04-23 14:50:59+02:00,5.998
2020-04-23 14:51:29+02:00,5.398
2020-04-23 14:51:59+02:00,5.198
2020-04-23 14:52:29+02:00,6.398
2020-04-23 14:52:59+02:00,6.198
2020-04-23 14:53:30+02:00,6.598
2020-04-23 14:54:00+02:00,7.798
2020-04-23 14:54:30+02:00,8.198
2020-04-23 14:55:00+02:00,7.798
2020-04-23 14:55:30+02:00,8.998
2020-04-23 14:56:00+02:00,9.598
2020-04-23 14:56:30+02:00,10.398
2020-04-23 14:57:00+02:00,9.598
2020-04-23 14:57:30+02:00,10.198
2020-04-23 14:58:00+02:00,10.398
2020-04-23 14:58:30+02:00,10.198
2020-04-23 14:59:00+02:00,11.398
2020-04-23 14:59:30+02:00,10.998
2020-04-23 15:00:00+02:00,10.998
2020-04-23 15:00:30+02:00,10.998
2020-04-23 15:01:00+02:00,10.798
2020-04-23 15:01:30+02:00,10.398
2020-04-23 15:02:00+02:00,9.798
2020-04-23 15:02:30+02:00,9.998
2020-04-23 15:03:00+02:00,9.998
2020-04-23 15:03:30+02:00,9.798
2020-04-23 15:04:00+02:00,9.398
2020-04-23 15:04:30+02:00,9.798
2020-04-23 15:05:00+02:00,10.198
2020-04-23 15:05:30+02:00,9.798
2020-04-23 15:06:00+02:00,10.398
2020-04-23 15:06:30+02:00,10.198
2020-04-23 15:07:00+02:00,10.598
2020-04-23 15:07:30+02:00,11.198
2020-04-23 15:08:01+02:00,10.998
2020-04-23 15:08:31+02:00,10.798
2020-04-23 15:09:01+02:00,10.998
2020-04-23 15:09:31+02:00,10.998
2020-04-23 15:10:01+02:00,12.598
2020-04-23 15:10:31+02:00,13.398
2020-04-23 15:11:01+02:00,13.198
2020-04-23 15:11:32+02:00,13.298
2020-04-23 15:12:02+02:00,12.898
2020-04-23 15:12:32+02:00,12.898
2020-04-23 15:13:02+02:00,13.098
2020-04-23 15:13:32+02:00,12.498
2020-04-23 15:14:02+02:00,11.498
2020-04-23 15:14:32+02:00,10.898
2020-04-23 15:15:02+02:00,11.098
2020-04-23 15:15:32+02:00,10.698
2020-04-23 15:16:02+02:00,11.098
2020-04-23 15:16:32+02:00,10.698
2020-04-23 15:17:02+02:00,10.698
2020-04-23 15:17:32+02:00,11.498
2020-04-23 15:18:02+02:00,11.298
2020-04-23 15:18:32+02:00,11.498
2020-04-23 15:19:02+02:00,12.098
2020-04-23 15:19:32+02:00,12.298
2020-04-23 15:20:02+02:00,12.298
2020-04-23 15:20:32+02:00,12.698
2020-04-23 15:21:02+02:00,12.898
2020-04-23 15:21:34+02:00,12.898
2020-04-23 15:22:04+02:00,12.498
2020-04-23 15:22:35+02:00,12.498
2020-04-23 15:23:05+02:00,12.298
2020-04-23 15:23:35+02:00,12.698
2020-04-23 15:24:05+02:00,12.898
2020-04-23 15:24:35+02:00,13.698
2020-04-23 15:25:05+02:00,13.498
2020-04-23 15:25:37+02:00,14.098
2020-04-23 15:26:07+02:00,13.098
2020-04-23 15:26:37+02:00,13.298
2020-04-23 15:27:07+02:00,12.898
2020-04-23 15:27:37+02:00,13.898
2020-04-23 15:28:07+02:00,13.698
2020-04-23 15:28:37+02:00,13.698
2020-04-23 15:29:07+02:00,13.898
2020-04-23 15:29:37+02:00,13.698
2020-04-23 15:30:07+02:00,13.298
2020-04-23 15:30:37+02:00,12.498
2020-04-23 15:31:07+02:00,12.098
2020-04-23 15:31:37+02:00,11.698
2020-04-23 15:32:07+02:00,13.298
2020-04-23 15:32:37+02:00,13.298
2020-04-23 15:33:07+02:00,13.098
2020-04-23 15:33:37+02:00,11.698
2020-04-23 15:34:07+02:00,12.098
2020-04-23 15:34:37+02:00,11.698
2020-04-23 15:35:07+02:00,11.498
2020-04-23 15:35:37+02:00,11.898
2020-04-23 15:36:07+02:00,11.698
2020-04-23 15:36:37+02:00,11.698
