Date and Time,input_4,in_4_calculated
2020-04-11 14:01:05+02:00,19.085,20.0
2020-04-11 14:04:06+02:00,17.247,20.0
2020-04-11 14:07:07+02:00,17.197,20.0
2020-04-11 14:10:07+02:00,17.184,20.0
2020-04-11 14:13:07+02:00,17.589,20.0
2020-04-11 14:16:07+02:00,19.864,20.0
2020-04-11 14:19:08+02:00,17.536,20.0
2020-04-11 14:22:08+02:00,18.461,20.0
2020-04-11 14:25:08+02:00,18.404,20.0
2020-04-11 14:28:08+02:00,16.692,20.0
2020-04-11 14:31:10+02:00,17.684,20.0
2020-04-11 14:34:11+02:00,18.465,20.0
2020-04-11 14:37:11+02:00,17.819,20.0
2020-04-11 14:40:11+02:00,18.66,20.0
2020-04-11 14:43:11+02:00,19.53,20.0
2020-04-11 14:46:11+02:00,17.459,20.0
2020-04-11 14:49:12+02:00,17.035,20.0
2020-04-11 14:52:12+02:00,18.823,20.0
2020-04-11 14:55:12+02:00,19.372,20.0
2020-04-11 14:58:12+02:00,17.328,20.0
2020-04-11 15:01:12+02:00,18.138,20.0
2020-04-11 15:04:14+02:00,18.129,20.0
2020-04-11 15:07:14+02:00,17.545,20.0
2020-04-11 15:10:14+02:00,19.655,20.0
2020-04-11 15:13:14+02:00,16.586,20.0
2020-04-11 15:16:15+02:00,17.348,20.0
2020-04-11 15:19:16+02:00,18.782,20.0
2020-04-11 15:22:16+02:00,17.783,20.0
2020-04-11 15:25:16+02:00,19.274,20.0
2020-04-11 15:28:16+02:00,17.356,24.0884
2020-04-11 15:31:16+02:00,18.314,24.5441
2020-04-11 15:34:17+02:00,17.155,24.4931
2020-04-11 15:37:17+02:00,19.91,24.1384
2020-04-11 15:40:17+02:00,17.255,24.1809
2020-04-11 15:43:17+02:00,17.12,23.9019
2020-04-11 15:46:17+02:00,18.349,23.8706
2020-04-11 15:49:18+02:00,17.553,24.8944
2020-04-11 15:52:18+02:00,19.381,24.2347
2020-04-11 15:55:18+02:00,18.43,24.0922
2020-04-11 15:58:18+02:00,19.79,23.92
2020-04-11 16:01:19+02:00,17.186,24.8222
2020-04-11 16:04:19+02:00,19.769,24.9819
2020-04-11 16:07:19+02:00,19.636,24.8241
2020-04-11 16:10:19+02:00,18.13,24.0494
2020-04-11 16:13:19+02:00,18.633,24.9231
2020-04-11 16:16:20+02:00,18.08,24.7609
2020-04-11 16:19:20+02:00,18.572,24.5222
2020-04-11 16:22:20+02:00,19.75,24.5138
2020-04-11 16:25:20+02:00,16.05,24.3647
2020-04-11 16:28:20+02:00,19.258,24.7162
2020-04-11 16:31:21+02:00,16.422,24.1887
2020-04-11 16:34:21+02:00,17.162,24.1453
2020-04-11 16:37:21+02:00,17.805,24.9244
2020-04-11 16:40:22+02:00,19.222,24.0847
2020-04-11 16:43:22+02:00,16.938,24.275
2020-04-11 16:46:23+02:00,17.88,23.9331
2020-04-11 16:49:23+02:00,19.85,24.5644
2020-04-11 16:52:23+02:00,17.669,24.0381
2020-04-11 16:55:23+02:00,19.631,24.9022
2020-04-11 16:58:23+02:00,17.427,23.9366
2020-04-11 17:01:24+02:00,17.662,24.9153
2020-04-11 17:04:24+02:00,16.511,24.4147
2020-04-11 17:07:24+02:00,18.115,23.9438
2020-04-11 17:10:24+02:00,18.671,23.8638
2020-04-11 17:13:24+02:00,16.153,24.7941
2020-04-11 17:16:25+02:00,16.962,24.8225
2020-04-11 17:19:25+02:00,18.391,24.2609
2020-04-11 17:22:25+02:00,17.094,23.7981
2020-04-11 17:25:25+02:00,16.85,24.1447
2020-04-11 17:28:25+02:00,18.462,24.6391
2020-04-11 17:31:26+02:00,18.855,23.8909
2020-04-11 17:34:26+02:00,16.206,23.9284
2020-04-11 18:00:15+02:00,16.548,24.7887
2020-04-11 18:03:15+02:00,18.29,24.8366
2020-04-11 18:06:18+02:00,16.573,23.8191
2020-04-11 18:09:18+02:00,19.71,24.9919
2020-04-11 18:12:18+02:00,16.913,23.9019
2020-04-11 18:15:19+02:00,19.049,24.1425
2020-04-11 18:18:19+02:00,19.734,24.0266
2020-04-11 18:21:19+02:00,18.103,24.5353
2020-04-11 18:24:19+02:00,18.595,24.5606
2020-04-11 18:27:23+02:00,18.299,23.9475
2020-04-11 18:30:23+02:00,18.449,24.2172
2020-04-11 18:33:23+02:00,16.433,24.3281
2020-04-11 18:36:24+02:00,16.742,24.1044
2020-04-11 18:39:24+02:00,19.112,24.3131
2020-04-11 18:42:24+02:00,18.073,24.5728
2020-04-11 18:45:24+02:00,18.423,24.7072
2020-04-11 18:48:24+02:00,17.721,24.9641
2020-04-11 18:51:25+02:00,18.088,23.9306
2020-04-11 18:54:25+02:00,18.983,24.1503
2020-04-11 18:57:25+02:00,19.111,24.2597
2020-04-11 19:00:25+02:00,18.302,24.3253
2020-04-11 19:03:26+02:00,19.466,24.5247
2020-04-11 19:06:26+02:00,17.425,24.8678
2020-04-11 19:09:27+02:00,17.966,24.9075
2020-04-11 19:12:27+02:00,18.143,24.5528
2020-04-11 19:15:27+02:00,17.542,24.225
2020-04-11 19:18:28+02:00,18.061,24.7588
2020-04-11 19:21:28+02:00,18.951,24.2172
2020-04-11 19:24:29+02:00,19.93,24.3831
2020-04-11 19:27:29+02:00,18.006,24.6537
2020-04-11 19:30:29+02:00,19.109,23.8506
2020-04-11 19:33:30+02:00,16.14,24.5606
2020-04-11 19:36:31+02:00,16.844,24.6178
2020-04-11 19:39:31+02:00,18.581,24.2275
2020-04-11 19:42:31+02:00,19.675,24.0391
2020-04-11 19:45:31+02:00,17.465,24.0547
2020-04-11 19:48:32+02:00,16.827,24.1178
2020-04-11 19:51:32+02:00,16.701,24.6612
2020-04-11 19:54:32+02:00,19.273,24.4181
2020-04-11 19:57:32+02:00,16.076,24.1
2020-04-11 20:00:32+02:00,17.488,24.2797
2020-04-11 20:03:34+02:00,17.255,24.7569
2020-04-11 20:06:34+02:00,18.908,24.7812
2020-04-11 20:09:34+02:00,16.608,23.8878
2020-04-11 20:12:34+02:00,19.885,24.1747
2020-04-11 20:15:34+02:00,19.013,24.0556
2020-04-11 20:18:36+02:00,17.989,24.4825
2020-04-11 20:21:36+02:00,18.606,24.3013
2020-04-11 20:24:36+02:00,16.316,24.8219
2020-04-11 20:27:36+02:00,16.62,24.9916
2020-04-11 20:30:36+02:00,16.122,23.9837
2020-04-11 20:33:37+02:00,18.491,24.1688
2020-04-11 20:36:39+02:00,16.176,24.0122
2020-04-11 20:39:39+02:00,17.163,24.5941
2020-04-11 20:42:39+02:00,16.239,24.4869
2020-04-11 20:45:39+02:00,18.94,23.7694
2020-04-11 20:48:40+02:00,16.77,24.7337
2020-04-11 20:51:40+02:00,17.818,24.1334
2020-04-11 20:54:40+02:00,19.012,24.775
2020-04-11 20:57:40+02:00,17.28,24.27
2020-04-11 21:00:40+02:00,18.979,24.53
2020-04-11 21:03:41+02:00,16.537,24.9566
2020-04-11 21:06:41+02:00,16.431,24.5041
2020-04-11 21:09:41+02:00,17.506,24.1294
2020-04-11 21:12:41+02:00,19.519,24.4244
2020-04-11 21:15:41+02:00,16.799,24.8097
2020-04-11 21:18:42+02:00,16.055,24.0259
2020-04-11 21:21:42+02:00,18.61,24.0588
2020-04-11 21:24:42+02:00,19.296,24.6931
2020-04-11 21:27:42+02:00,16.459,24.2556
2020-04-11 21:30:43+02:00,16.913,24.1034
2020-04-11 21:33:43+02:00,16.22,24.0234
2020-04-11 21:36:43+02:00,16.439,23.8541
2020-04-11 21:39:43+02:00,19.456,23.9622
2020-04-11 21:42:43+02:00,16.8,24.2412
2020-04-11 21:45:44+02:00,17.306,24.7375
2020-04-11 21:48:44+02:00,16.599,24.8219
2020-04-11 22:08:38+02:00,16.941,24.4575
2020-04-11 22:11:42+02:00,18.085,24.09
2020-04-11 23:02:04+02:00,19.613,24.1609
2020-04-11 23:05:04+02:00,17.905,24.0294
2020-04-11 23:08:06+02:00,19.031,24.3847
2020-04-11 23:11:06+02:00,18.83,24.705
2020-04-11 23:14:06+02:00,17.235,24.5959
2020-04-11 23:17:06+02:00,16.756,24.8647
2020-04-11 23:20:06+02:00,19.549,24.2422
2020-04-11 23:23:07+02:00,17.738,24.7906
2020-04-11 23:26:07+02:00,19.805,24.2559
2020-04-11 23:29:07+02:00,18.161,23.9766
2020-04-11 23:34:47+02:00,16.885,24.4103
2020-04-11 23:37:53+02:00,17.516,24.1172
2020-04-11 23:40:53+02:00,17.606,24.6063
2020-04-11 23:45:42+02:00,19.611,24.9875
2020-04-11 23:57:53+02:00,18.101,24.035
2020-04-12 00:00:54+02:00,17.414,24.9066
2020-04-12 00:03:54+02:00,19.149,24.5456
2020-04-12 00:06:55+02:00,16.355,24.0737
2020-04-12 00:09:55+02:00,16.292,24.8091
