Date and Time,input_4,input_3,input_2,input_1
2020-04-03 14:00:28+02:00,17.083,14.963,10.386,14.371
2020-04-03 14:00:58+02:00,19.06,13.746,11.139,13.571
2020-04-03 14:01:29+02:00,18.292,14.581,10.755,14.071
2020-04-03 14:02:00+02:00,17.366,13.965,9.112,14.671
2020-04-03 14:02:30+02:00,19.513,14.088,10.0,13.871
2020-04-03 14:03:00+02:00,19.462,14.513,8.73,13.871
2020-04-03 14:03:30+02:00,16.108,12.227,10.362,14.671
2020-04-03 14:04:00+02:00,19.967,13.908,9.107,14.271
2020-04-03 14:04:30+02:00,18.215,15.446,11.457,15.271
2020-04-03 14:05:00+02:00,16.055,15.482,8.3,14.671
2020-04-03 14:05:30+02:00,18.025,13.11,11.59,14.271
2020-04-03 14:06:00+02:00,17.167,12.437,11.125,14.271
2020-04-03 14:06:30+02:00,18.823,15.37,10.553,13.871
2020-04-03 14:07:00+02:00,17.835,12.575,8.51,13.071
2020-04-03 14:07:30+02:00,17.528,15.391,10.641,12.871
2020-04-03 14:08:00+02:00,19.856,13.932,9.137,13.071
2020-04-03 14:08:30+02:00,19.705,15.939,8.91,13.271
2020-04-03 14:09:00+02:00,16.788,14.753,9.206,14.071
2020-04-03 14:09:30+02:00,18.377,14.734,11.38,13.671
2020-04-03 14:10:00+02:00,18.893,12.671,10.655,13.871
2020-04-03 14:10:30+02:00,16.822,13.887,8.711,13.471
2020-04-03 14:11:00+02:00,18.973,13.831,11.91,13.071
2020-04-03 14:11:30+02:00,17.064,13.23,10.751,13.071
2020-04-03 14:12:00+02:00,16.355,14.471,8.034,13.071
2020-04-03 14:12:30+02:00,19.044,15.05,10.21,12.271
2020-04-03 14:13:00+02:00,19.975,13.341,8.08,12.471
2020-04-03 14:13:30+02:00,17.78,15.238,11.151,12.071
2020-04-03 14:14:00+02:00,16.195,15.63,8.667,12.071
2020-04-03 14:14:30+02:00,19.021,12.877,9.833,11.671
2020-04-03 14:15:00+02:00,19.202,14.013,8.39,11.671
2020-04-03 14:15:30+02:00,17.65,12.479,8.432,11.071
