Date and Time,input_4,input_3,input_2,input_1
2020-04-09 14:00:29+02:00,17.878,13.627,8.633,8.412
2020-04-09 14:00:59+02:00,19.354,14.244,11.211,7.812
2020-04-09 14:01:29+02:00,17.174,12.708,11.079,7.212
2020-04-09 14:01:59+02:00,19.114,15.685,10.049,7.412
2020-04-09 14:02:30+02:00,17.705,13.039,10.812,7.212
2020-04-09 14:03:00+02:00,17.759,15.113,10.869,8.012
2020-04-09 14:03:30+02:00,19.847,12.231,10.458,8.412
2020-04-09 14:04:00+02:00,18.123,14.31,8.89,8.412
2020-04-09 14:04:30+02:00,18.614,12.507,10.528,8.812
2020-04-09 14:05:00+02:00,16.66,15.442,10.282,8.212
2020-04-09 14:05:30+02:00,19.955,15.183,11.589,8.612
2020-04-09 14:06:00+02:00,17.759,13.963,8.669,9.012
2020-04-09 14:06:30+02:00,17.599,12.474,10.651,9.412
2020-04-09 14:07:00+02:00,18.198,12.048,10.352,9.412
2020-04-09 14:07:30+02:00,18.748,14.106,10.01,8.612
2020-04-09 14:08:00+02:00,17.498,12.313,10.555,8.212
2020-04-09 14:08:30+02:00,18.94,13.828,11.408,6.412
2020-04-09 14:09:00+02:00,19.727,15.789,9.449,6.212
2020-04-09 14:09:30+02:00,19.177,14.309,10.448,5.612
2020-04-09 14:10:00+02:00,17.81,12.777,11.886,5.012
2020-04-09 14:10:30+02:00,19.436,12.385,10.547,4.612
2020-04-09 14:11:00+02:00,18.182,14.685,11.997,5.012
2020-04-09 14:11:30+02:00,18.788,15.897,9.836,5.212
2020-04-09 14:12:00+02:00,16.19,15.201,11.674,5.012
2020-04-09 14:12:30+02:00,17.539,12.581,8.877,4.812
2020-04-09 14:13:00+02:00,19.2,14.86,10.489,5.812
2020-04-09 14:13:30+02:00,19.942,13.597,9.691,5.412
2020-04-09 14:14:00+02:00,18.622,14.499,9.762,5.812
2020-04-09 14:14:30+02:00,17.55,14.653,11.589,6.212
2020-04-09 14:15:00+02:00,18.653,13.272,8.891,6.412
2020-04-09 14:15:30+02:00,19.356,12.845,11.338,7.212
2020-04-09 14:16:01+02:00,16.407,14.0,11.743,7.512
2020-04-09 14:16:31+02:00,18.621,15.205,9.785,7.912
2020-04-09 14:17:02+02:00,17.5,13.435,9.015,6.912
2020-04-09 14:17:32+02:00,19.296,15.296,9.59,7.112
2020-04-09 14:18:02+02:00,19.837,14.631,9.288,6.312
2020-04-09 14:18:32+02:00,18.658,13.761,8.281,6.512
2020-04-09 14:19:02+02:00,18.609,12.193,11.236,6.712
2020-04-09 14:19:32+02:00,18.186,13.177,10.827,4.912
2020-04-09 14:20:02+02:00,18.277,12.828,9.128,6.512
2020-04-09 14:20:32+02:00,18.331,12.118,11.529,7.112
2020-04-09 14:21:02+02:00,18.672,14.781,9.131,7.512
2020-04-09 14:21:32+02:00,18.9,13.299,10.847,7.112
2020-04-09 14:22:02+02:00,17.759,14.159,8.2,6.512
2020-04-09 14:22:32+02:00,19.923,13.814,9.461,5.912
2020-04-09 14:23:02+02:00,19.39,12.951,11.171,6.112
2020-04-09 14:23:32+02:00,19.79,15.609,9.235,6.512
2020-04-09 14:24:02+02:00,19.271,12.812,9.101,6.312
2020-04-09 14:24:32+02:00,18.295,15.375,11.184,6.112
2020-04-09 14:25:02+02:00,17.42,15.124,10.759,6.112
2020-04-09 14:25:32+02:00,17.473,15.777,11.173,6.512
2020-04-09 14:26:02+02:00,19.399,13.363,11.27,6.712
2020-04-09 14:26:32+02:00,19.949,14.769,9.874,7.112
2020-04-09 14:27:02+02:00,16.185,15.609,9.547,7.512
2020-04-09 14:27:32+02:00,19.802,14.921,9.615,7.912
2020-04-09 14:28:03+02:00,18.386,13.146,9.69,7.212
2020-04-09 14:28:33+02:00,19.805,12.242,10.764,7.412
2020-04-09 14:29:03+02:00,16.93,14.07,9.776,8.212
2020-04-09 14:29:33+02:00,16.26,12.82,10.286,7.812
2020-04-09 14:30:03+02:00,18.916,15.617,10.844,7.612
2020-04-09 14:30:33+02:00,18.127,12.294,9.393,8.212
2020-04-09 14:31:03+02:00,16.411,13.311,8.487,7.812
2020-04-09 14:31:34+02:00,16.865,15.254,8.835,7.412
